id,name,organism,known_action,inhibition_strength,induction_strength,position,parent_key
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00977
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,2,DB00977
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,6,DB00977
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB00978
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,1,DB00979
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB00980
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,1,DB00980
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB00980
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB00983
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB00983
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,3,DB00983
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,4,DB00983
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,1,DB00984
BE0002443,Cytidine deaminase,Human,unknown,unknown,unknown,NA,DB00987
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB00987
BE0002804,Deoxycytidine kinase,Human,unknown,unknown,unknown,5,DB00987
BE0001096,5'-nucleotidase,Human,unknown,unknown,unknown,6,DB00987
BE0004700,Deoxycytidylate deaminase,Human,unknown,unknown,unknown,7,DB00987
BE0002198,Amine oxidase [flavin-containing] A,Human,unknown,unknown,unknown,NA,DB00988
BE0002196,Amine oxidase [flavin-containing] B,Human,unknown,unknown,unknown,NA,DB00988
BE0002089,Catechol O-methyltransferase,Human,unknown,unknown,unknown,NA,DB00988
BE0000138,Dopamine beta-hydroxylase,Human,unknown,unknown,unknown,8,DB00988
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,9,DB00988
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,10,DB00988
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,11,DB00988
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,12,DB00988
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB00989
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB00989
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00990
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,1,DB00990
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB00991
BE0002204,Xanthine dehydrogenase/oxidase,Human,unknown,unknown,unknown,NA,DB00993
BE0000987,Thiopurine S-methyltransferase,Human,unknown,unknown,unknown,NA,DB00993
BE0002281,Glutathione S-transferase A1,Human,unknown,unknown,unknown,3,DB00993
BE0002189,Glutathione S-transferase A2,Human,unknown,unknown,unknown,4,DB00993
BE0000807,Glutathione S-transferase Mu 1,Human,unknown,unknown,unknown,5,DB00993
BE0000517,"Branched-chain-amino-acid aminotransferase, cytosolic",Human,unknown,unknown,unknown,5,DB00996
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,0,DB00997
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,0,DB00997
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,0,DB00997
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,7,DB00997
BE0003074,Carbonyl reductase [NADPH] 1,Human,unknown,unknown,unknown,11,DB00997
BE0004771,Carbonyl reductase [NADPH] 3,Human,unknown,unknown,unknown,12,DB00997
BE0004352,Alcohol dehydrogenase [NADP(+)],Human,unknown,unknown,unknown,13,DB00997
BE0000592,Aldo-keto reductase family 1 member C3,Human,unknown,unknown,unknown,14,DB00997
BE0001184,NAD(P)H dehydrogenase [quinone] 1,Human,unknown,unknown,unknown,15,DB00997
BE0002204,Xanthine dehydrogenase/oxidase,Human,unknown,unknown,unknown,16,DB00997
BE0000067,"Nitric oxide synthase, brain",Human,unknown,unknown,unknown,17,DB00997
BE0000005,"Nitric oxide synthase, inducible",Human,unknown,unknown,unknown,18,DB00997
BE0000263,"Nitric oxide synthase, endothelial",Human,unknown,unknown,unknown,19,DB00997
BE0000729,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",Human,unknown,unknown,unknown,20,DB00997
BE0000191,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",Human,unknown,unknown,unknown,21,DB00997
BE0000307,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",Human,unknown,unknown,unknown,22,DB00997
BE0002364,NADPH--cytochrome P450 reductase,Human,unknown,unknown,unknown,23,DB00997
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB00998
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB01001
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01002
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB01002
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB01005
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,NA,DB01006
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01006
BE0003336,Cytochrome P450 2A6,Human,unknown,strong,unknown,NA,DB01006
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,1,DB01007
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB01007
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,3,DB01007
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,4,DB01007
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB01007
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,6,DB01007
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,7,DB01007
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01008
BE0002189,Glutathione S-transferase A2,Human,unknown,unknown,unknown,NA,DB01008
BE0002281,Glutathione S-transferase A1,Human,unknown,unknown,unknown,NA,DB01008
BE0000807,Glutathione S-transferase Mu 1,Human,unknown,unknown,unknown,1,DB01008
BE0000814,Glutathione S-transferase P,Human,unknown,unknown,unknown,2,DB01008
BE0002290,Microsomal glutathione S-transferase 2,Human,unknown,unknown,unknown,3,DB01008
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,11,DB01009
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,12,DB01009
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,13,DB01009
BE0003542,"Cytochrome P450 11B2, mitochondrial",Human,unknown,unknown,unknown,NA,DB01011
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,NA,DB01011
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01011
BE0000731,"Cytochrome P450 11B1, mitochondrial",Human,unknown,unknown,unknown,3,DB01011
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,4,DB01011
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01012
BE0002363,Cytochrome P450 2D6,Human,unknown,strong,unknown,NA,DB01012
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB01012
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,2,DB01013
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB01013
BE0000638,NADPH azoreductase,Bacillus sp. (strain OY1-2),unknown,unknown,unknown,6,DB01014
BE0003608,Arylamine N-acetyltransferase 1,Human,unknown,unknown,unknown,NA,DB01015
BE0003607,Arylamine N-acetyltransferase 2,Human,unknown,unknown,unknown,NA,DB01015
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB01015
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,2,DB01015
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,3,DB01015
BE0002887,Cytochrome P450 2C8,Human,unknown,moderate,unknown,4,DB01015
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,5,DB01015
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,9,DB01016
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,9,DB01016
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,9,DB01016
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01018
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB01018
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB01018
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01020
BE0000987,Thiopurine S-methyltransferase,Human,unknown,unknown,unknown,6,DB01021
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01023
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB01023
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB01023
BE0002887,Cytochrome P450 2C8,Human,unknown,strong,unknown,4,DB01023
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,15,DB01023
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,16,DB01023
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,NA,DB01024
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,NA,DB01024
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,1,DB01024
BE0004695,UDP-glucuronosyltransferase 1-7,Human,unknown,unknown,unknown,2,DB01024
BE0004694,UDP-glucuronosyltransferase 1-6,Human,unknown,unknown,unknown,3,DB01024
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,unknown,1,DB01026
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,1,DB01026
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB01026
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB01026
BE0002362,Cytochrome P450 3A5,Human,unknown,strong,unknown,3,DB01026
BE0003612,Cytochrome P450 3A7,Human,unknown,strong,unknown,4,DB01026
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,5,DB01026
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,6,DB01026
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,7,DB01026
BE0003537,"Cholesterol side-chain cleavage enzyme, mitochondrial",Human,unknown,unknown,unknown,11,DB01026
BE0000731,"Cytochrome P450 11B1, mitochondrial",Human,unknown,unknown,unknown,12,DB01026
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,13,DB01026
BE0003480,Cytochrome P450 26A1,Human,unknown,unknown,unknown,14,DB01026
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,15,DB01026
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,16,DB01026
BE0000875,Lanosterol 14-alpha demethylase,Human,unknown,unknown,unknown,17,DB01026
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,27,DB01026
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,28,DB01026
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,NA,DB01028
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,8,DB01028
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,9,DB01028
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,10,DB01028
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,11,DB01028
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,12,DB01028
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,13,DB01028
BE0002887,Cytochrome P450 2C8,Human,unknown,moderate,unknown,NA,DB01029
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB01029
BE0003677,UDP-glucuronosyltransferase 1-3,Human,unknown,unknown,unknown,1,DB01029
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,2,DB01029
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB01029
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB01029
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,5,DB01030
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB01032
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB01032
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,21,DB01032
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,22,DB01032
BE0000987,Thiopurine S-methyltransferase,Human,unknown,unknown,unknown,NA,DB01033
BE0002204,Xanthine dehydrogenase/oxidase,Human,unknown,unknown,unknown,NA,DB01033
BE0003539,Aldehyde oxidase,Human,unknown,unknown,unknown,9,DB01033
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01035
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,NA,DB01035
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01036
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01036
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB01036
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB01036
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,1,DB01037
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB01037
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,3,DB01037
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,5,DB01037
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,6,DB01037
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,7,DB01037
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,8,DB01037
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,9,DB01037
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,10,DB01037
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,NA,DB01039
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB01039
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01039
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,5,DB01039
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB01041
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,NA,DB01041
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,NA,DB01041
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB01041
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,NA,DB01041
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,NA,DB01041
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB01041
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB01041
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,NA,DB01043
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,4,DB01043
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,5,DB01043
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,moderate,NA,DB01045
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,strong,NA,DB01045
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,strong,NA,DB01045
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,strong,NA,DB01045
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,strong,NA,DB01045
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,NA,DB01045
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,strong,NA,DB01045
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,moderate,11,DB01045
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,12,DB01045
BE0003550,Cytochrome P450 3A43,Human,unknown,unknown,unknown,13,DB01045
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,14,DB01045
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,15,DB01045
BE0000421,Cytochrome P450 4A11,Human,unknown,unknown,unknown,16,DB01045
BE0003074,Carbonyl reductase [NADPH] 1,Human,unknown,unknown,unknown,NA,DB01046
BE0003545,Alcohol dehydrogenase 6,Human,unknown,unknown,unknown,NA,DB01048
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,NA,DB01048
BE0003540,Adenosine kinase,Human,unknown,unknown,unknown,2,DB01048
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,5,DB01049
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB01050
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,2,DB01050
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,3,DB01050
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,4,DB01050
BE0003677,UDP-glucuronosyltransferase 1-3,Human,unknown,unknown,unknown,5,DB01050
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,6,DB01050
BE0003681,UDP-glucuronosyltransferase 2B4,Human,unknown,unknown,unknown,7,DB01050
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,8,DB01050
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,9,DB01050
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,10,DB01050
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01054
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB01054
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB01054
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB01056
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01058
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB01058
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,3,DB01058
BE0003550,Cytochrome P450 3A43,Human,unknown,unknown,unknown,4,DB01058
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,5,DB01058
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,6,DB01058
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB01059
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01059
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB01059
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,NA,DB01059
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,3,DB01059
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,4,DB01059
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB01060
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01062
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,2,DB01062
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,4,DB01062
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,5,DB01062
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,8,DB01064
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,1,DB01065
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB01065
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,3,DB01065
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,4,DB01065
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB01065
BE0003553,Acetylserotonin O-methyltransferase,Human,unknown,unknown,unknown,6,DB01065
BE0000693,"Indoleamine 2,3-dioxygenase 1",Human,unknown,unknown,unknown,7,DB01065
BE0001075,Myeloperoxidase,Human,unknown,unknown,unknown,8,DB01065
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,12,DB01065
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB01067
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB01067
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,4,DB01067
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01068
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,4,DB01068
BE0003607,Arylamine N-acetyltransferase 2,Human,unknown,unknown,unknown,5,DB01068
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01069
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,NA,DB01069
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,12,DB01069
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01071
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01071
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,unknown,1,DB01072
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB01072
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB01072
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,5,DB01072
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB01074
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,3,DB01074
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB01074
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,NA,DB01075
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB01075
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB01075
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB01075
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,NA,DB01075
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,NA,DB01075
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,4,DB01075
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01076
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB01076
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB01076
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,4,DB01076
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,5,DB01076
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,6,DB01076
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,7,DB01076
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,8,DB01076
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,14,DB01076
BE0003677,UDP-glucuronosyltransferase 1-3,Human,unknown,unknown,unknown,15,DB01076
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,16,DB01076
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,4,DB01079
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,5,DB01079
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,6,DB01079
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,7,DB01079
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,8,DB01079
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB01083
BE0000657,Cytosolic phospholipase A2,Human,unknown,unknown,unknown,5,DB01083
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,NA,DB01085
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,4,DB01085
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,5,DB01085
BE0002705,Liver carboxylesterase 1,Human,unknown,unknown,unknown,2,DB01086
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB01087
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB01087
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,3,DB01087
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,4,DB01087
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,5,DB01087
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,7,DB01092
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,1,DB01093
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,2,DB01093
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB01093
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB01094
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,1,DB01095
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB01095
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB01095
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,5,DB01095
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,6,DB01095
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,7,DB01095
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,8,DB01095
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,9,DB01095
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,10,DB01095
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,11,DB01095
BE0003677,UDP-glucuronosyltransferase 1-3,Human,unknown,unknown,unknown,12,DB01095
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,13,DB01095
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB01096
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB01097
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB01097
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB01098
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,9,DB01098
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,10,DB01098
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,11,DB01098
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB01100
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,NA,DB01100
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB01100
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB01100
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,5,DB01100
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,6,DB01100
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,7,DB01100
BE0002193,Thymidine phosphorylase,Human,unknown,unknown,unknown,1,DB01101
BE0002705,Liver carboxylesterase 1,Human,unknown,unknown,unknown,2,DB01101
