id,name,organism,known_action,position,parent_key
BE0000256,SEC14-like protein 2,Human,unknown,NA,DB03796
BE0004538,Palmitoyl-protein thioesterase 1,Human,unknown,NA,DB03796
BE0004171,Myelin P2 protein,Human,unknown,NA,DB03796
BE0003601,Alpha-lactalbumin,Human,unknown,1,DB03796
BE0000071,Peroxisome proliferator-activated receptor alpha,Human,unknown,2,DB03796
BE0003183,Deoxycytidylate 5-hydroxymethyltransferase,Enterobacteria phage T4,unknown,NA,DB03798
BE0001501,Thymidylate synthase,Lactobacillus casei,unknown,NA,DB03798
BE0002012,Methionine aminopeptidase,Escherichia coli (strain K12),unknown,NA,DB03799
BE0001537,Methionine--tRNA ligase,Escherichia coli (strain K12),unknown,NA,DB03799
BE0003128,Thymidylate synthase,Pneumocystis carinii,unknown,NA,DB03800
BE0001364,Deoxyuridine 5'-triphosphate nucleotidohydrolase,Escherichia coli (strain K12),unknown,NA,DB03800
BE0001501,Thymidylate synthase,Lactobacillus casei,unknown,NA,DB03800
BE0001438,Thymidylate synthase,Escherichia coli (strain K12),unknown,NA,DB03800
BE0000324,Thymidylate synthase,Human,unknown,NA,DB03800
BE0001409,Thymidylate synthase ThyX,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,NA,DB03800
BE0001400,Pol polyprotein,FIV,unknown,NA,DB03800
BE0001318,Deoxyuridine 5'-triphosphate nucleotidohydrolase,Mycobacterium tuberculosis,unknown,NA,DB03800
BE0001725,D-hydantoinase,Ralstonia pickettii,unknown,NA,DB03801
BE0001733,Beta-lactamase OXA-1,Escherichia coli,unknown,NA,DB03801
BE0001775,L-hydantoinase,Arthrobacter aurescens,unknown,NA,DB03801
BE0001715,D-hydantoinase,Geobacillus stearothermophilus,unknown,NA,DB03801
BE0001641,Methylmalonyl-CoA carboxyltransferase 5S subunit,Propionibacterium freudenreichii subsp. shermanii,unknown,NA,DB03801
BE0001801,Isoaspartyl dipeptidase,Escherichia coli (strain K12),unknown,NA,DB03801
BE0001778,Beta-lactamase OXA-2,Salmonella typhimurium,unknown,NA,DB03801
BE0001806,"Alanine racemase, catabolic",Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,NA,DB03801
BE0002666,Endonuclease III,Helicobacter pylori (strain ATCC 700392 / 26695),unknown,NA,DB03801
BE0003184,Hydrolase,Thermus sp.,unknown,NA,DB03801
BE0002483,"Alpha-L-fucosidase, putative",Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,NA,DB03801
BE0001274,Beta-lactamase OXA-10,Pseudomonas aeruginosa,unknown,NA,DB03801
BE0001258,UDP-N-acetylmuramoylalanine--D-glutamate ligase,Escherichia coli (strain K12),unknown,NA,DB03801
BE0001344,Alanine racemase,Geobacillus stearothermophilus,unknown,NA,DB03801
BE0001538,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",Escherichia coli (strain K12),unknown,NA,DB03801
BE0001535,Parathion hydrolase,Flavobacterium sp. (strain ATCC 27551),unknown,NA,DB03801
BE0001492,Folylpolyglutamate synthase,Lactobacillus casei,unknown,NA,DB03801
BE0001452,Dihydroorotase,Escherichia coli (strain K12),unknown,NA,DB03801
BE0001072,Cyclin-dependent kinase 2,Human,unknown,NA,DB03801
BE0000123,Estrogen receptor alpha,Human,unknown,NA,DB03802
BE0002050,Gag-Pol polyprotein,HIV-1,unknown,NA,DB03803
BE0001403,Thymidine kinase,HHV-1,unknown,NA,DB03804
BE0000487,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Human,unknown,NA,DB03807
BE0001268,HTH-type transcriptional regulator QacR,Staphylococcus haemolyticus,unknown,NA,DB03808
BE0003959,HTH-type transcriptional regulator QacR,Staphylococcus aureus,unknown,1,DB03808
BE0001120,Heat shock protein HSP 90-alpha,Human,unknown,1,DB03809
BE0001751,Histidinol dehydrogenase,Escherichia coli (strain K12),unknown,NA,DB03811
BE0001795,Histidine--tRNA ligase,Escherichia coli (strain K12),unknown,NA,DB03811
BE0001270,"6,7-dimethyl-8-ribityllumazine synthase",Mycobacterium tuberculosis,unknown,NA,DB03812
BE0001829,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,Shigella flexneri,unknown,NA,DB03813
BE0004016,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,Escherichia coli (strain K12),unknown,1,DB03813
BE0000426,Acetylcholinesterase,Human,unknown,NA,DB03814
BE0001423,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],Escherichia coli (strain K12),unknown,NA,DB03814
BE0001302,Dihydrofolate reductase,Yeast,unknown,NA,DB03814
BE0001495,Copper-containing nitrite reductase,Achromobacter cycloclastes,unknown,NA,DB03814
BE0000329,Corticosteroid 11-beta-dehydrogenase isozyme 1,Human,unknown,NA,DB03814
BE0002025,Bifunctional protein GlmU,Escherichia coli (strain K12),unknown,NA,DB03814
BE0001799,Hydroxylamine reductase,Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949),unknown,NA,DB03814
BE0001844,Diaminopimelate decarboxylase,Escherichia coli (strain K12),unknown,NA,DB03814
BE0001920,Alpha-xylosidase,Escherichia coli (strain K12),unknown,NA,DB03814
BE0001865,"Limonene-1,2-epoxide hydrolase",Rhodococcus erythropolis,unknown,NA,DB03814
BE0001911,"Mannan endo-1,4-beta-mannosidase",Cellvibrio japonicus (strain Ueda107),unknown,NA,DB03814
BE0000259,"Beta-1,4-galactosyltransferase 1",Human,unknown,NA,DB03814
BE0001902,Tyrosine-protein kinase transforming protein Abl,Abelson murine leukemia virus,unknown,NA,DB03814
BE0002075,Thiol:disulfide interchange protein DsbC,Escherichia coli (strain K12),unknown,NA,DB03814
BE0002057,Glyceraldehyde-3-phosphate dehydrogenase A,Escherichia coli (strain K12),unknown,NA,DB03814
BE0003028,(S)-mandelate dehydrogenase,Pseudomonas putida,unknown,NA,DB03814
BE0002802,Dissimilatory copper-containing nitrite reductase,Alcaligenes xylosoxydans xylosoxydans,unknown,NA,DB03814
BE0003186,33 kDa chaperonin,Escherichia coli (strain K12),unknown,NA,DB03814
BE0003187,Free methionine-R-sulfoxide reductase,Escherichia coli (strain K12),unknown,NA,DB03814
BE0002626,Ornithine cyclodeaminase,Pseudomonas putida (strain KT2440),unknown,NA,DB03814
BE0000540,Dihydropteridine reductase,Human,unknown,NA,DB03814
BE0000520,Argininosuccinate lyase,Human,unknown,NA,DB03814
BE0003188,O-acetyl-ADP-ribose deacetylase,Escherichia coli (strain K12),unknown,NA,DB03814
BE0004638,ADP-ribosylation factor-like protein 3,Human,unknown,NA,DB03814
BE0003189,Beta-lactamase,Proteus vulgaris,unknown,NA,DB03814
BE0003190,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),unknown,NA,DB03814
BE0003191,Lethal(3)malignant brain tumor-like protein 1,Human,unknown,NA,DB03814
BE0002180,Cholinesterase,Human,unknown,NA,DB03814
BE0003192,Ribonuclease Z,Bacillus subtilis (strain 168),unknown,NA,DB03814
BE0004641,Peroxiredoxin-6,Human,unknown,NA,DB03814
BE0003193,Hypothetical gliding protein,Thermus thermophilus,unknown,NA,DB03814
BE0003194,Prolyl endopeptidase Pep,Myxococcus xanthus,unknown,NA,DB03814
BE0004481,Pulmonary surfactant-associated protein A1,Human,unknown,NA,DB03814
BE0002762,Manganese catalase,Lactobacillus plantarum,unknown,NA,DB03814
BE0002709,Chorismate mutase AroH,Thermus thermophilus,unknown,NA,DB03814
BE0002707,Putative cytochrome P450,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),unknown,NA,DB03814
BE0004634,Interferon-inducible GTPase 5,Human,unknown,NA,DB03814
BE0001038,Chymase,Human,unknown,NA,DB03814
BE0000814,Glutathione S-transferase P,Human,unknown,NA,DB03814
BE0001783,L-fucose isomerase,Shigella flexneri,unknown,NA,DB03815
BE0001537,Methionine--tRNA ligase,Escherichia coli (strain K12),unknown,NA,DB03816
BE0002838,Envelope glycoprotein gp160,HIV-1,unknown,NA,DB03817
BE0001438,Thymidylate synthase,Escherichia coli (strain K12),unknown,NA,DB03818
BE0001349,D-alanyl-D-alanine carboxypeptidase,Streptomyces sp. (strain R61),unknown,NA,DB03820
BE0003195,Arylsulfatase A,Human,unknown,NA,DB03821
BE0001535,Parathion hydrolase,Flavobacterium sp. (strain ATCC 27551),unknown,NA,DB03822
BE0002180,Cholinesterase,Human,unknown,NA,DB03822
BE0000865,Phenylethanolamine N-methyltransferase,Human,unknown,NA,DB03824
BE0001268,HTH-type transcriptional regulator QacR,Staphylococcus haemolyticus,unknown,NA,DB03825
BE0001817,Acriflavine resistance protein B,Escherichia coli (strain K12),unknown,NA,DB03825
BE0001560,Phospholipase C,Bacillus cereus,unknown,NA,DB03827
BE0000838,Proto-oncogene tyrosine-protein kinase Src,Human,unknown,1,DB03828
BE0000124,Bifunctional protein FolC,Escherichia coli (strain K12),unknown,NA,DB03830
BE0000373,Peroxisomal carnitine O-octanoyltransferase,Human,unknown,NA,DB03832
BE0001982,Proline iminopeptidase,Serratia marcescens,unknown,NA,DB03833
BE0002015,Beta-lactamase SHV-1,Escherichia coli,unknown,NA,DB03834
BE0000916,"Glycogen phosphorylase, muscle form",Human,unknown,NA,DB03835
BE0001246,Camphor 5-monooxygenase,Pseudomonas putida,unknown,NA,DB03836
BE0001646,Cathepsin S,Human,unknown,NA,DB03837
BE0001337,Azurin,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,NA,DB03840
BE0002204,Xanthine dehydrogenase/oxidase,Human,unknown,1,DB03841
BE0001248,Lysozyme,Enterobacteria phage T4,unknown,NA,DB03842
BE0001349,D-alanyl-D-alanine carboxypeptidase,Streptomyces sp. (strain R61),unknown,NA,DB03843
BE0000322,Carbonic anhydrase 2,Human,unknown,NA,DB03844
BE0001221,Thymidylate kinase,Human,unknown,NA,DB03845
BE0001218,Thymidylate kinase,Mycobacterium tuberculosis,unknown,NA,DB03846
BE0000048,Prothrombin,Human,unknown,NA,DB03847
BE0000724,Osteocalcin,Human,unknown,NA,DB03847
BE0000216,Coagulation factor X,Human,unknown,NA,DB03847
BE0001598,Oxysterols receptor LXR-beta,Human,unknown,NA,DB03848
BE0001287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Human,yes,NA,DB03849
BE0000487,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Human,yes,NA,DB03849
BE0002101,"Actin, alpha skeletal muscle",Human,unknown,NA,DB03850
BE0001661,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Escherichia coli (strain K12),unknown,NA,DB03854
BE0001250,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,Escherichia coli (strain K12),unknown,NA,DB03855
BE0000404,Ornithine decarboxylase,Human,unknown,NA,DB03856
BE0001335,Endoglucanase F,Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10),unknown,NA,DB03857
BE0001539,Endoglucanase G,Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10),unknown,NA,DB03859
BE0000792,Estrogen receptor beta,Human,unknown,NA,DB03860
BE0001153,Beta-hexosaminidase subunit beta,Human,unknown,NA,DB03861
BE0003196,Calcium-activated potassium channel subunit beta-2,Human,unknown,NA,DB03861
BE0001219,Endoglucanase 5A,Bacillus agaradhaerens,unknown,NA,DB03862
BE0001810,Beta-glucosidase A,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,NA,DB03862
BE0001416,Chondroitinase-AC,Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290),unknown,NA,DB03863
BE0001329,Chondroitinase-B,Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290),unknown,NA,DB03863
BE0002148,Prolyl endopeptidase,Human,unknown,NA,DB03864
BE0000048,Prothrombin,Human,unknown,1,DB03865
BE0001739,Trypsin-1,Human,unknown,2,DB03865
BE0000895,Urokinase-type plasminogen activator,Human,unknown,3,DB03865
BE0002128,Serine protease hepsin,Human,unknown,4,DB03865
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,1,DB03866
BE0000648,"Glutathione reductase, mitochondrial",Human,unknown,NA,DB03867
BE0001743,3-dehydroquinate dehydratase,Helicobacter pylori (strain ATCC 700392 / 26695),unknown,NA,DB03868
BE0001579,Threonine--tRNA ligase,Shigella flexneri,unknown,NA,DB03869
BE0001766,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase,Geobacillus stearothermophilus,unknown,NA,DB03870
BE0001337,Azurin,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,NA,DB03871
BE0001553,Squalene--hopene cyclase,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / 104-1A),unknown,NA,DB03874
BE0001739,Trypsin-1,Human,unknown,1,DB03876
BE0000895,Urokinase-type plasminogen activator,Human,unknown,2,DB03876
BE0000322,Carbonic anhydrase 2,Human,unknown,NA,DB03877
BE0001902,Tyrosine-protein kinase transforming protein Abl,Abelson murine leukemia virus,unknown,NA,DB03878
BE0000014,Tyrosine-protein kinase ABL1,Human,unknown,1,DB03878
BE0004482,Mannose-binding protein C,Human,unknown,NA,DB03879
BE0001416,Chondroitinase-AC,Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290),unknown,NA,DB03879
BE0001182,Neutrophil collagenase,Human,unknown,NA,DB03880
BE0001198,Macrophage metalloelastase,Human,unknown,NA,DB03880
BE0001637,Matrix metalloproteinase-16,Human,unknown,NA,DB03880
BE0003872,Disintegrin and metalloproteinase domain-containing protein 28,Human,unknown,1,DB03880
BE0003730,A disintegrin and metalloproteinase with thrombospondin motifs 5,Human,unknown,2,DB03880
BE0000250,Purine nucleoside phosphorylase,Human,unknown,NA,DB03881
BE0003172,"Purine nucleotide phosphorylase, putative",Plasmodium falciparum (isolate 3D7),unknown,NA,DB03881
BE0000792,Estrogen receptor beta,Human,unknown,1,DB03882
BE0004112,L-phenylalanine dehydrogenase,Rhodococcus sp.,unknown,2,DB03884
BE0003766,Hydroxyacid oxidase 1,Human,unknown,3,DB03884
BE0004152,Indole-3-pyruvate decarboxylase,Azospirillum brasilense,unknown,4,DB03884
BE0004316,Putative uncharacterized protein,Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757),unknown,5,DB03884
BE0004317,Bacilysin biosynthesis protein BacB,Bacillus subtilis (strain 168),unknown,6,DB03884
BE0004318,Probable chorismate mutase,Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 / E194a),unknown,7,DB03884
BE0000909,Sepiapterin reductase,Human,unknown,NA,DB03886
BE0004520,6-pyruvoyl tetrahydrobiopterin synthase,Human,unknown,NA,DB03886
BE0000330,Dihydrofolate reductase,Human,unknown,NA,DB03886
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,NA,DB03887
BE0001553,Squalene--hopene cyclase,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / 104-1A),unknown,NA,DB03888
BE0001825,"Hydroxyacylglutathione hydrolase, mitochondrial",Human,unknown,NA,DB03889
BE0003758,Chymotrypsin-like elastase family member 1,Human,unknown,1,DB03890
BE0003417,Cathepsin K,Human,unknown,NA,DB03891
BE0000067,"Nitric oxide synthase, brain",Human,unknown,NA,DB03892
BE0000542,Glyceraldehyde-3-phosphate dehydrogenase,Human,unknown,NA,DB03893
BE0002196,Amine oxidase [flavin-containing] B,Human,unknown,NA,DB03894
BE0001268,HTH-type transcriptional regulator QacR,Staphylococcus haemolyticus,unknown,NA,DB03895
BE0004515,Poly(A) polymerase alpha,Human,unknown,NA,DB03896
BE0001702,Tyrosine phenol-lyase,Escherichia intermedia,unknown,NA,DB03897
BE0004123,Tyrosine phenol-lyase,Citrobacter freundii,unknown,1,DB03897
BE0004061,Prephenate dehydrogenase,Aquifex aeolicus (strain VF5),unknown,2,DB03897
BE0001120,Heat shock protein HSP 90-alpha,Human,unknown,1,DB03899
BE0003317,Ribonuclease pancreatic,Human,unknown,NA,DB03900
BE0003844,Triosephosphate isomerase,Human,unknown,NA,DB03900
BE0001534,Methionine aminopeptidase 2,Human,unknown,NA,DB03900
BE0001308,"Biphenyl-2,3-diol 1,2-dioxygenase",Burkholderia xenovorans (strain LB400),unknown,NA,DB03900
BE0000418,Calmodulin,Human,unknown,NA,DB03900
BE0001851,Acidic cytochrome c3,Desulfovibrio africanus,unknown,NA,DB03901
BE0000838,Proto-oncogene tyrosine-protein kinase Src,Human,unknown,NA,DB03902
BE0002101,"Actin, alpha skeletal muscle",Human,unknown,NA,DB03903
BE0000286,Arginase-1,Human,unknown,NA,DB03904
BE0000322,Carbonic anhydrase 2,Human,unknown,NA,DB03904
BE0001991,Structural polyprotein,VEEV,unknown,NA,DB03904
BE0000985,Catenin beta-1,Human,unknown,NA,DB03904
BE0001990,Sulfoxide reductase catalytic subunit YedY,Escherichia coli O157:H7,unknown,NA,DB03904
BE0002010,Dihydrofolate reductase,Escherichia coli (strain K12),unknown,NA,DB03904
BE0001297,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",Unknown prokaryotic organism,unknown,NA,DB03905
BE0000735,Heme oxygenase 1,Human,unknown,NA,DB03906
BE0002089,Catechol O-methyltransferase,Human,unknown,NA,DB03907
BE0002050,Gag-Pol polyprotein,HIV-1,unknown,NA,DB03908
BE0001492,Folylpolyglutamate synthase,Lactobacillus casei,unknown,NA,DB03909
BE0001431,Chemotaxis protein CheA,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,NA,DB03909
BE0001247,UDP-N-acetylmuramate--L-alanine ligase,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),unknown,NA,DB03909
BE0001436,Thermoresistant gluconokinase,Escherichia coli (strain K12),unknown,NA,DB03909
BE0001547,Phosphoribosylglycinamide formyltransferase 2,Escherichia coli (strain K12),unknown,NA,DB03909
BE0000033,Insulin receptor,Human,unknown,NA,DB03909
BE0003888,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Human,unknown,NA,DB03909
BE0000042,Pyridoxal kinase,Human,unknown,NA,DB03909
BE0004454,Phosphoglycerate kinase 1,Human,unknown,NA,DB03909
BE0001580,Serine/threonine-protein kinase PknB,Mycobacterium tuberculosis,unknown,NA,DB03909
BE0001997,Ribokinase,Escherichia coli (strain K12),unknown,NA,DB03909
BE0003197,Putative sugar kinase,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,NA,DB03909
BE0002643,Probable butyrate kinase 2,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,NA,DB03909
BE0003115,Kinesin-like protein KIF1A,Human,unknown,NA,DB03909
BE0000263,"Nitric oxide synthase, endothelial",Human,unknown,1,DB03910
BE0001225,Xylose isomerase,Streptomyces rubiginosus,unknown,NA,DB03911
BE0001943,Phosphopantetheine adenylyltransferase,Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039),unknown,NA,DB03912
BE0001757,Phosphopantetheine adenylyltransferase,Shigella flexneri,unknown,NA,DB03912
BE0001958,Phosphopantetheine adenylyltransferase,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,NA,DB03912
BE0002049,2-amino-3-ketobutyrate coenzyme A ligase,Escherichia coli (strain K12),unknown,NA,DB03915
BE0001412,Cell division protein ZipA homolog,Shigella flexneri,unknown,NA,DB03916
BE0004000,Cell division protein ZipA,Escherichia coli (strain K12),unknown,1,DB03916
BE0000263,"Nitric oxide synthase, endothelial",Human,unknown,NA,DB03918
BE0001772,Shiga-like toxin 1 subunit B,Bacteriophage H30,unknown,NA,DB03919
BE0003782,TGF-beta receptor type-1,Human,unknown,1,DB03921
BE0004586,Catechol O-methyltransferase domain-containing protein 1,Human,unknown,NA,DB03923
BE0001209,Casein kinase II subunit alpha,Human,unknown,1,DB03924
BE0000394,Neutrophil elastase,Human,unknown,NA,DB03925
BE0003758,Chymotrypsin-like elastase family member 1,Human,unknown,NA,DB03925
BE0001349,D-alanyl-D-alanine carboxypeptidase,Streptomyces sp. (strain R61),unknown,NA,DB03927
BE0000791,Cystathionine gamma-lyase,Human,unknown,1,DB03928
BE0000433,Glycine receptor subunit alpha-1,Human,unknown,NA,DB03929
BE0000365,"Glutamate receptor ionotropic, NMDA 1",Human,unknown,NA,DB03929
BE0004463,Serpin B3,Human,unknown,NA,DB03929
BE0003198,Head decoration protein,Bacteriophage 21,unknown,NA,DB03929
BE0001820,mRNA-capping enzyme,PBCV-1,unknown,NA,DB03931
BE0000516,Integrin alpha-L,Human,unknown,NA,DB03932
BE0001994,Antitumor antibiotic C-1027 apoprotein,Streptomyces globisporus,unknown,NA,DB03933
BE0001009,Cytochrome c,Human,unknown,NA,DB03934
BE0001015,Fibroblast growth factor 2,Human,unknown,NA,DB03935
BE0004149,Annexin A5,Human,unknown,NA,DB03935
BE0001394,2-dehydro-3-deoxyphosphooctonate aldolase,Shigella flexneri,unknown,NA,DB03936
BE0001253,2-dehydro-3-deoxyphosphooctonate aldolase,Aquifex aeolicus (strain VF5),unknown,NA,DB03937
BE0001199,Glucose-6-phosphate isomerase,Human,unknown,NA,DB03937
BE0001721,Phospho-2-dehydro-3-deoxyheptonate aldolase,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,NA,DB03937
BE0001833,Deacetoxycephalosporin C synthase,Streptomyces clavuligerus (strain ATCC 27064 / DSM 738 / JCM 4710 / NBRC 13307 / NCIMB 12785 / NRRL 3585 / VKM Ac-602),unknown,NA,DB03938
BE0001862,Cytosine deaminase,Escherichia coli (strain K12),unknown,NA,DB03939
BE0001448,L-lactate dehydrogenase,Plasmodium falciparum (isolate CDC / Honduras),unknown,NA,DB03940
BE0001324,L-lactate dehydrogenase,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,NA,DB03940
BE0000425,L-lactate dehydrogenase A chain,Human,unknown,NA,DB03940
BE0000068,L-lactate dehydrogenase B chain,Human,unknown,NA,DB03940
BE0001741,Formate acetyltransferase 1,Escherichia coli (strain K12),unknown,NA,DB03940
BE0001945,D-lactate dehydrogenase,Lactobacillus helveticus,unknown,NA,DB03940
BE0002042,Amidophosphoribosyltransferase,Escherichia coli (strain K12),unknown,NA,DB03942
BE0001659,Pur operon repressor,Bacillus subtilis (strain 168),unknown,NA,DB03942
BE0002009,Xanthine phosphoribosyltransferase,Escherichia coli (strain K12),unknown,NA,DB03942
BE0001024,"Troponin C, slow skeletal and cardiac muscles",Human,unknown,1,DB03944
BE0000877,C-reactive protein,Human,unknown,NA,DB03945
BE0004471,Epididymal sperm-binding protein 1,Human,unknown,NA,DB03945
BE0001964,Gamma-hemolysin component B,Staphylococcus aureus (strain MW2),unknown,NA,DB03945
BE0001225,Xylose isomerase,Streptomyces rubiginosus,unknown,NA,DB03947
BE0000761,Inosine-5'-monophosphate dehydrogenase 1,Human,unknown,NA,DB03948
BE0000722,Inosine-5'-monophosphate dehydrogenase 2,Human,unknown,NA,DB03948
BE0001346,Thermolysin,Geobacillus stearothermophilus,unknown,NA,DB03949
BE0000322,Carbonic anhydrase 2,Human,unknown,NA,DB03950
BE0001567,Glucosamine-6-phosphate isomerase 1,Human,unknown,NA,DB03951
BE0001626,Glucosamine-6-phosphate deaminase,Escherichia coli (strain K12),unknown,NA,DB03951
BE0002011,Purine nucleoside phosphorylase DeoD-type,Escherichia coli (strain K12),unknown,NA,DB03952
BE0000005,"Nitric oxide synthase, inducible",Human,unknown,NA,DB03953
BE0003505,Alpha-mannosidase 2,Human,unknown,NA,DB03955
BE0004490,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",Human,unknown,NA,DB03956
BE0001029,Interleukin-2,Human,unknown,NA,DB03957
BE0001215,m7GpppX diphosphatase,Human,unknown,NA,DB03958
BE0004792,RNA-directed RNA polymerase lambda-3,T3D,unknown,NA,DB03958
BE0001015,Fibroblast growth factor 2,Human,unknown,NA,DB03959
BE0000689,Fibroblast growth factor 1,Human,unknown,NA,DB03959
BE0001541,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,Human,unknown,NA,DB03959
BE0001121,Hepatocyte growth factor,Human,unknown,NA,DB03959
BE0001457,Complement control protein C3,VACV,unknown,NA,DB03959
BE0004149,Annexin A5,Human,unknown,NA,DB03959
BE0001303,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",Shigella flexneri,unknown,NA,DB03961
BE0003559,"6-phosphogluconate dehydrogenase, decarboxylating",Human,unknown,NA,DB03962
BE0001164,Toll-like receptor 2,Human,unknown,NA,DB03963
BE0001331,Capsid scaffolding protein,HHV-5,unknown,NA,DB03963
BE0001210,Gag-Pol polyprotein,HIV-1,unknown,NA,DB03963
BE0000263,"Nitric oxide synthase, endothelial",Human,unknown,NA,DB03963
BE0001597,Coatomer subunit gamma-1,Human,unknown,NA,DB03963
BE0001612,Genome polyprotein,Poliovirus type 1 (strain Mahoney),unknown,NA,DB03963
BE0001585,DNA repair protein XRCC4,Human,unknown,NA,DB03963
BE0001618,Peptide methionine sulfoxide reductase MsrA,Shigella flexneri,unknown,NA,DB03963
BE0004504,"Aconitate hydratase, mitochondrial",Human,unknown,NA,DB03964
BE0000799,DNA gyrase subunit B,Escherichia coli (strain K12),unknown,NA,DB03966
BE0003751,Lysozyme C,Human,unknown,1,DB03967
BE0001965,Lipid A palmitoyltransferase PagP,Escherichia coli (strain K12),unknown,2,DB03967
BE0000270,Renin,Human,unknown,NA,DB03968
BE0001430,Beta-lactamase,Enterobacter cloacae,unknown,NA,DB03970
BE0002015,Beta-lactamase SHV-1,Escherichia coli,unknown,NA,DB03970
BE0004185,Beta-lactamase SHV-1,Klebsiella pneumoniae,unknown,1,DB03970
BE0004388,Class C beta-lactamase,Enterobacter cloacae,unknown,2,DB03970
BE0001639,Maltogenic alpha-amylase,Geobacillus stearothermophilus,unknown,NA,DB03971
BE0002639,Pancreatic alpha-amylase,Human,unknown,NA,DB03971
BE0001270,"6,7-dimethyl-8-ribityllumazine synthase",Mycobacterium tuberculosis,unknown,NA,DB03973
BE0000263,"Nitric oxide synthase, endothelial",Human,unknown,NA,DB03974
BE0001987,Divalent-cation tolerance protein CutA,Escherichia coli (strain K12),unknown,NA,DB03975
BE0000322,Carbonic anhydrase 2,Human,unknown,NA,DB03975
BE0001959,Capsid scaffolding protein,HHV-4,unknown,NA,DB03976
BE0001739,Trypsin-1,Human,unknown,NA,DB03976
BE0004529,Trypsin-2,Human,unknown,NA,DB03976
BE0003531,Chymotrypsinogen B,Human,unknown,NA,DB03976
BE0001009,Cytochrome c,Human,unknown,NA,DB03977
BE0000418,Calmodulin,Human,unknown,NA,DB03977
BE0001962,Tyrosine--tRNA ligase,Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039),unknown,NA,DB03978
BE0001936,Pseudomonalisin,Pseudomonas sp. (strain 101),unknown,NA,DB03978
BE0000230,"Tyrosine--tRNA ligase, cytoplasmic",Human,unknown,NA,DB03978
BE0004369,Tyrosine--tRNA ligase,APMV,unknown,1,DB03978
