sequence,left_drugbank_id,left_drugbank_name,right_drugbank_id,right_drugbank_name,parent_key
1,DB00604,Cisapride,DBMET01633,3-Fluoro-4-hydroxycisapride,DB00604
1,DB00604,Cisapride,DBMET01634,4-Fluoro-2- hydroxycisapride,DB00604
1,DB00604,Cisapride,DBMET00355,norcisapride,DB00604
1,DB00605,Sulindac,DBMET01002,Sulindac sulfide,DB00605
1,DB00605,Sulindac,DBMET01003,Sulindac sulfone,DB00605
1,DB00608,Chloroquine,DBMET01559,"(R)-chloroquine, N-desethyl",DB00608
1,DB00609,Ethionamide,DBMET00850,Ethionamide sulphoxide,DB00609
1,DB00613,Amodiaquine,DBMET00290,desethylamodiaquine,DB00613
1,DB00614,Furazolidone,DBMET00639,beta-Hydroxyethylhydrazine,DB00614
1,DB00614,Furazolidone,DBMET00706,3-amino-2-oxazolidone,DB00614
1,DB00615,Rifabutin,DBMET00384,27-O-demethylrifabutin,DB00615
1,DB00615,Rifabutin,DBMET00696,25-O-desacetyl rifabutin,DB00615
1,DB00615,Rifabutin,DBMET00722,31-hydroxy rifabutin,DB00615
1,DB00617,Paramethadione,DBMET00434,"5-ethyl-5-methyl-2,4-oxazolidinedione",DB00617
1,DB00619,Imatinib,DBMET00025,N-desmethylimatinib (CGP74588),DB00619
1,DB00619,Imatinib,DBMET00026,AFN911,DB00619
1,DB00619,Imatinib,DBMET00027,CGP71422,DB00619
1,DB00619,Imatinib,DBMET00028,CGP72383,DB00619
1,DB00619,Imatinib,DBMET00931,n-demethylated piperazine,DB00619
1,DB00622,Nicardipine,DBMET01832,De-benzylated nicardipine,DB00622
1,DB00622,Nicardipine,DBMET01833,Dehydronicardipine,DB00622
1,DB00623,Fluphenazine,DBMET01670,Fluphenazine sulfoxide,DB00623
1,DB00624,Testosterone,DBMET01762,2alpha-hydroxytestosterone,DB00624
1,DB00624,Testosterone,DBMET01763,2beta-hydroxytestosterone,DB00624
1,DB00624,Testosterone,DBMET01764,15alpha-hydroxytestosterone,DB00624
1,DB00624,Testosterone,DBMET01765,15beta-hydroxytestosterone,DB00624
1,DB00624,Testosterone,DBMET01766,16alpha-hydroxytestosterone,DB00624
1,DB00624,Testosterone,DBMET01767,16beta-hydroxytestosterone,DB00624
1,DB00624,Testosterone,DB01536,Androstenedione,DB00624
1,DB00624,Testosterone,DBMET00556,Testosterone sulfate,DB00624
1,DB00624,Testosterone,DBMET00558,Dihydrotestosterone,DB00624
1,DB00624,Testosterone,DBMET00562,Testosterone glucuronide,DB00624
1,DB00624,Testosterone,DBMET00571,5-alpha-Dihydrotestosterone glucuronide,DB00624
1,DB00624,Testosterone,DBMET00574,5a-Dihydrotestosterone sulfate,DB00624
1,DB00624,Testosterone,DBMET00607,17-Hydroxyandrostane-3-glucuronide,DB00624
1,DB00624,Testosterone,DBMET00392,6-beta-hydroxytestosterone,DB00624
1,DB00624,Testosterone,DBMET00491,Estradiol,DB00624
1,DB00625,Efavirenz,DBMET01653,8-OH-efavirenz,DB00625
1,DB00628,Clorazepate,DBMET00246,Oxazepam,DB00628
1,DB00628,Clorazepate,DBMET00113,Nordiazepam,DB00628
1,DB00628,Clorazepate,DBMET00713,3-hydroxynordiazepam,DB00628
1,DB00628,Clorazepate,DBMET00980,p-Hydroxynordiazepam,DB00628
1,DB00629,Guanabenz,DB13410,Guanoxabenz,DB00629
1,DB00631,Clofarabine,DBMET00419,clofarabind-5'-monophosphate,DB00631
1,DB00635,Prednisone,DBMET00627,Prednisolone,DB00635
1,DB00637,Astemizole,DBMET01618,6-Hydroxyastemizole,DB00637
1,DB00637,Astemizole,DB06457,Tecastemizole,DB00637
1,DB00637,Astemizole,DBMET01619,2-(4-hydroxyphenyl)acetaldehyde,DB00637
1,DB00637,Astemizole,DBMET00350,desmethylastemizole,DB00637
1,DB00638,Inulin,DBMET00554,Methane,DB00638
1,DB00640,Adenosine,DBMET00485,Adenosine monophosphate,DB00640
1,DB00640,Adenosine,DBMET00496,Inosine,DB00640
1,DB00641,Simvastatin,DBMET01745,6'-beta-Hydroxysimvastatin,DB00641
1,DB00641,Simvastatin,DBMET01746,"3', 5'-Dihydrodiol",DB00641
1,DB00641,Simvastatin,DBMET01747,6'-exomethylene,DB00641
1,DB00641,Simvastatin,DBMET00388,simvastatin hydroxy acid,DB00641
1,DB00643,Mebendazole,DBMET00675,2-amino-5-benzoylbenzimidazole,DB00643
1,DB00650,Leucovorin,DBMET00528,5-Methyltetrahydrofolate,DB00650
1,DB00655,Estrone,DBMET00530,Estrone sulfate,DB00655
1,DB00655,Estrone,DBMET00569,Estrone glucuronide,DB00655
1,DB00655,Estrone,DBMET00332,4-hydroxyestrone,DB00655
1,DB00655,Estrone,DBMET00615,2-Hydroxyestrone sulfate,DB00655
1,DB00655,Estrone,DBMET00616,4-Hydroxyestrone sulfate,DB00655
1,DB00655,Estrone,DBMET01659,2-OH-estrone,DB00655
1,DB00655,Estrone,DBMET01660,4-OH-estrone,DB00655
1,DB00655,Estrone,DBMET01661,6alpha-OH-estrone,DB00655
1,DB00655,Estrone,DBMET01662,6beta-estrone,DB00655
1,DB00655,Estrone,DBMET01663,7alpha-OH-estrone,DB00655
1,DB00655,Estrone,DBMET01664,15alpha-OH-estrone,DB00655
1,DB00655,Estrone,DBMET01665,16alpha-OH-estrone,DB00655
1,DB00655,Estrone,DBMET01666,16beta-OH-estrone,DB00655
1,DB00655,Estrone,DBMET00248,2-hydroxyestrone,DB00655
1,DB00656,Trazodone,DBMET00325,4'-hydroxytrazodone glutathione ,DB00656
1,DB00656,Trazodone,DBMET00344,m-chlorophenylpiperazine (m-CPP) ,DB00656
1,DB00656,Trazodone,DBMET00860,Glucuonic acid,DB00656
1,DB00656,Trazodone,DBMET00403,triazolopropionic acid,DB00656
1,DB00656,Trazodone,DBMET00404,triazolopyridinone epoxide,DB00656
1,DB00656,Trazodone,DBMET00405,4'-hydroxytrazodone ,DB00656
1,DB00656,Trazodone,DBMET00976,Oxotriazolopyridinpropionic acid,DB00656
1,DB00656,Trazodone,DBMET00487,Glutathione,DB00656
1,DB00661,Verapamil,DBMET01779,D-702,DB00661
1,DB00661,Verapamil,DBMET01617,"2-(3,4-dimethoxyphenyl)acetaldehyde",DB00661
1,DB00661,Verapamil,DBMET00619,O-Desmethylverapamil (D-702),DB00661
1,DB00661,Verapamil,DBMET00131,Verapamil metabolite D-617,DB00661
1,DB00661,Verapamil,DBMET00132,Norverapamil,DB00661
1,DB00661,Verapamil,DBMET00471,O-Desmethylverapamil (D-703),DB00661
2,DBMET00619,O-Desmethylverapamil (D-702),DBMET01234,Verapamil metabolite D-620,DB00661
2,DBMET00131,Verapamil metabolite D-617,DBMET01234,Verapamil metabolite D-620,DB00661
2,DBMET00131,Verapamil metabolite D-617,DBMET01235,Verapamil metabolite PR-25,DB00661
2,DBMET00132,Norverapamil,DBMET01236,Verapamil metabolite D-715 (PR-22),DB00661
2,DBMET00132,Norverapamil,DBMET01234,Verapamil metabolite D-620,DB00661
1,DB00668,Epinephrine,DBMET00537,Epinephrine sulfate,DB00668
1,DB00668,Epinephrine,DBMET00591,Epinephrine glucuronide,DB00668
1,DB00672,Chlorpropamide,DBMET01628,2-OH-chlorpropamide,DB00672
1,DB00672,Chlorpropamide,DBMET01629,3-OH-chlorpropamide,DB00672
1,DB00672,Chlorpropamide,DBMET00199,2-Hydroxychlorpropamide,DB00672
1,DB00672,Chlorpropamide,DBMET00200,3-Hydroxychlorpropamide,DB00672
1,DB00672,Chlorpropamide,DBMET00201,p-Chlorobenzene sulfonylurea,DB00672
2,DBMET00201,p-Chlorobenzene sulfonylurea,DBMET00977,p-Chlorobenzene sulfonamide,DB00672
1,DB00673,Aprepitant,DBMET01589,"(2R,3S)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine",DB00673
1,DB00673,Aprepitant,DBMET01590,"5-oxo-1,4-dihydro-1,2,4-triazole-3-carbaldehyde",DB00673
1,DB00673,Aprepitant,DBMET01591,"1-[3,5-bis(trifluoromethyl)phenyl]ethanone",DB00673
1,DB00673,Aprepitant,DBMET01592,"5-{[(2S,3S)-3-(4-fluorophenyl)-2-hydroxymorpholin-4-yl]methyl}-2,4-dihydro-1,2,4-triazol-3-one",DB00673
1,DB00673,Aprepitant,DBMET00349,"(2S,3R)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine",DB00673
1,DB00673,Aprepitant,DBMET00474,"5-({[(1R)-1-(4-fluorophenyl)-2-hydroxyethyl]amino}methyl)-2,3-dihydro-1H-1,2,4-triazol-3-one",DB00673
1,DB00673,Aprepitant,DBMET00475,"(2R)-2-(4-fluorophenyl)-2-{[(5-oxo-2,5-dihydro-1H-1,2,4-triazol-3-yl)methyl]amino}acetic acid",DB00673
1,DB00674,Galantamine,DBMET01674,O-Desmethylgalantamine,DB00674
1,DB00674,Galantamine,DBMET01675,Galantamine N-oxide,DB00674
1,DB00675,Tamoxifen,DBMET01004,Tamoxifen-N-glucuronide,DB00675
1,DB00675,Tamoxifen,DBMET00029,N-Desmethyltamoxifen,DB00675
1,DB00675,Tamoxifen,DBMET00030,4-Hydroxytamoxifen,DB00675
1,DB00675,Tamoxifen,DBMET00031,3-Hydroxytamoxifen (Droloxifene),DB00675
1,DB00675,Tamoxifen,DBMET00032,Tamoxifen N-oxide,DB00675
1,DB00675,Tamoxifen,DBMET01758,3-Hydroxytamoxifen,DB00675
1,DB00675,Tamoxifen,DBMET00796,Alpha-hydroxytamoxifen,DB00675
1,DB00675,Tamoxifen,DBMET01130,4'-Hydroxytamoxifen,DB00675
2,DBMET00030,4-Hydroxytamoxifen,DBMET01044,Endoxifen,DB00675
2,DBMET00796,Alpha-hydroxytamoxifen,DBMET00794,Alpha-hydroxy-tamoxifen-O-glucuronide,DB00675
2,DBMET00030,4-Hydroxytamoxifen,DBMET00737,4-hydroxytamoxifen sulfate,DB00675
2,DBMET00030,4-Hydroxytamoxifen,DBMET00738,4-hydroxytamoxifen-N-glucuronide,DB00675
2,DBMET00030,4-Hydroxytamoxifen,DBMET00739,4-hydroxytamoxifen-O-glucuronide,DB00675
2,DBMET00029,N-Desmethyltamoxifen,DBMET01060,alpha-Hydroxy-N-desmethyltamoxifen,DB00675
2,DBMET00029,N-Desmethyltamoxifen,DBMET01044,Endoxifen,DB00675
2,DBMET00029,N-Desmethyltamoxifen,DBMET00441,N-Didesmethyl-tamoxifen,DB00675
2,DBMET00030,4-Hydroxytamoxifen,DBMET00442,"3,4-Dihydroxy-tamoxifen",DB00675
2,DBMET00030,4-Hydroxytamoxifen,DBMET01131,cis-4-Hydroxytamoxifen,DB00675
2,DBMET00032,Tamoxifen N-oxide,DBMET01132,alpha-Hydroxytamoxifen N-oxide,DB00675
2,DBMET00796,Alpha-hydroxytamoxifen,DBMET01132,alpha-Hydroxytamoxifen N-oxide,DB00675
2,DBMET00796,Alpha-hydroxytamoxifen,DBMET01060,alpha-Hydroxy-N-desmethyltamoxifen,DB00675
3,DBMET01044,Endoxifen,DBMET00849,Endoxifen sulfate,DB00675
3,DBMET01044,Endoxifen,DBMET00963,Norendoxifen,DB00675
3,DBMET01044,Endoxifen,DBMET00848,Endoxifen O-glucuronide,DB00675
1,DB00678,Losartan,DBMET00009,E-3179,DB00678
1,DB00678,Losartan,DBMET00010,Losartan N2-glucuronide,DB00678
1,DB00678,Losartan,DBMET00303,E-3174,DB00678
2,DBMET00009,E-3179,DBMET00303,E-3174,DB00678
1,DB00679,Thioridazine,DBMET01842,Thioridazine 2-sulfoxide,DB00679
1,DB00679,Thioridazine,DBMET01843,N-desmethylthioridazine,DB00679
1,DB00679,Thioridazine,DBMET01844,Thioridazine 5-sulfoxide,DB00679
1,DB00682,Warfarin,DBMET01042,S-7-Hydroxywarfarin,DB00682
1,DB00682,Warfarin,DBMET00043,S-6-Hydroxywarfarin,DB00682
1,DB00682,Warfarin,DBMET00044,S-4'-Hydroxywarfarin,DB00682
1,DB00682,Warfarin,DBMET00045,R-4'-Hydroxywarfarin,DB00682
1,DB00682,Warfarin,DBMET00046,R-6-Hydroxywarfarin,DB00682
1,DB00682,Warfarin,DBMET00047,R-10-Hydroxywarfarin,DB00682
1,DB00682,Warfarin,DBMET00048,R-8-Hydroxywarfarin,DB00682
1,DB00682,Warfarin,DBMET00049,R-7-Hydroxywarfarin,DB00682
1,DB00683,Midazolam,DBMET00444,Alpha-hydroxymidazolam,DB00683
1,DB00683,Midazolam,DBMET00446,4-hydroxymidazolam,DB00683
1,DB00685,Trovafloxacin,DBMET00640,Sulfamate,DB00685
1,DB00688,Mycophenolate mofetil,DBMET00629,Mycophenolic acid (MPA),DB00688
1,DB00688,Mycophenolate mofetil,DBMET00916,Mycophenolic acid glucuronide,DB00688
1,DB00688,Mycophenolate mofetil,DBMET00918,N-(2-carboxymethyl)-morpholine,DB00688
1,DB00688,Mycophenolate mofetil,DBMET00919,N-(2-hydroxyethyl)-morpholine,DB00688
1,DB00688,Mycophenolate mofetil,DBMET00920,N-(2-hydroxyethyl)-morpholine N-oxide,DB00688
1,DB00690,Flurazepam,DBMET00882,Hydroxyethyl flurazepam,DB00690
1,DB00690,Flurazepam,DBMET00933,N-desalkyl flurazepam,DB00690
1,DB00691,Moexipril,DBMET01140,Moexiprilat,DB00691
1,DB00695,Furosemide,DBMET00729,4-chloro-5-sulfamoylanthranilic acid,DB00695
1,DB00697,Tizanidine,DBMET00273,"5-chloro-4-(guanidino)-2,1,3-benzothiadiazole",DB00697
1,DB00697,Tizanidine,DBMET00274,"5-chloro-4-(2-imidazolin-4-on-2-ylamino)-2,1,3-benzothiadiazole",DB00697
1,DB00697,Tizanidine,DBMET01848,"2-[(5-chloro-2,1,3-benzothiadiazol-4-yl)amino]-4,5-dihydro-1H-imidazol-4-ol",DB00697
1,DB00698,Nitrofurantoin,DBMET00798,aminofurantoin,DB00698
1,DB00699,Nicergoline,DBMET00320,"10-alpha-methoxy-9,10-dihydrolysergol",DB00699
1,DB00700,Eplerenone,DBMET01654,6beta-hydroxyeplerenone,DB00700
1,DB00700,Eplerenone,DBMET01655,21-hydroxyeplerenone,DB00700
1,DB00702,Icodextrin,DBMET00523,Maltotriose,DB00702
1,DB00702,Icodextrin,DBMET00525,Maltotetraose,DB00702
1,DB00702,Icodextrin,DBMET00495,Maltose,DB00702
1,DB00704,Naltrexone,DBMET00760,6-beta-naltrexol,DB00704
1,DB00705,Delavirdine,DBMET00360,N-desalkyl delavirdine,DB00705
1,DB00709,Lamivudine,DBMET00895,Lamivudine sulfoxide,DB00709
1,DB00709,Lamivudine,DBMET00896,Lamivudine-diphosphate-choline,DB00709
1,DB00709,Lamivudine,DBMET00897,Lamivudine-diphosphate-ethanolamine,DB00709
1,DB00709,Lamivudine,DBMET00898,Lamivudine-monophosphate,DB00709
1,DB00709,Lamivudine,DBMET00899,Lamivudine-triphosphate,DB00709
1,DB00711,Diethylcarbamazine,DBMET00836,diethylcarbamazine N-oxide,DB00711
1,DB00712,Flurbiprofen,DBMET00151,4'-Hydroxyflurbiprofen,DB00712
1,DB00712,Flurbiprofen,DBMET00152,Flurbiprofen glucuronide,DB00712
1,DB00718,Adefovir Dipivoxil,DBMET01173,Adefovir,DB00718
2,DBMET01173,Adefovir,DBMET01174,Adefovir monophosphate,DB00718
3,DBMET01174,Adefovir monophosphate,DBMET01175,Adefovir Diphosphate,DB00718
1,DB00728,Rocuronium,DBMET00673,17-desacetyl-rocuronium,DB00728
1,DB00730,Thiabendazole,DBMET01768,5-hydroxythiabendazole,DB00730
1,DB00731,Nateglinide,DBMET01830,2-{[4-(1-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid,DB00731
1,DB00731,Nateglinide,DBMET01831,2-{[4-(2-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid,DB00731
1,DB00731,Nateglinide,DBMET01321,Nateglinide metabolite M2/M3,DB00731
1,DB00731,Nateglinide,DBMET01323,Nateglinide metabolite M1,DB00731
1,DB00731,Nateglinide,DBMET01324,Nateglinide metabolite M7,DB00731
1,DB00731,Nateglinide,DBMET01325,Nateglinide glucuronide and isomers (M4/M5/M6),DB00731
2,DBMET01321,Nateglinide metabolite M2/M3,DBMET01322,Nateglinide metabolite M11/M12,DB00731
2,DBMET01323,Nateglinide metabolite M1,DBMET01322,Nateglinide metabolite M11/M12,DB00731
2,DBMET01324,Nateglinide metabolite M7,DBMET01322,Nateglinide metabolite M11/M12,DB00731
1,DB00734,Risperidone,DBMET00323,9-hydroxyrisperidone,DB00734
1,DB00736,Esomeprazole,DBMET01164,Active Metabolite of Esomeprazole,DB00736
1,DB00736,Esomeprazole,DBMET00187,Omeprazole sulfone,DB00736
1,DB00736,Esomeprazole,DBMET01657,5-O-Desmethylomeprazole,DB00736
1,DB00736,Esomeprazole,DBMET00448,5-hydroxyesomeprazole,DB00736
1,DB00740,Riluzole,DBMET01737,4-OH-riluzole,DB00740
1,DB00740,Riluzole,DBMET01738,5-OH-riluzole,DB00740
1,DB00740,Riluzole,DBMET01739,7-OH-riluzole,DB00740
1,DB00740,Riluzole,DBMET01740,N-OH-riluzole,DB00740
1,DB00741,Hydrocortisone,DBMET00372,6-beta-hydrocortisol,DB00741
1,DB00742,Mannitol,DBMET00509,Glycogen,DB00742
1,DB00744,Zileuton,DBMET00138,Hydroxyzileuton,DB00744
1,DB00744,Zileuton,DBMET00139,Zileuton sulfoxide,DB00744
1,DB00744,Zileuton,DBMET00140,Dehydroxyzyleuton,DB00744
1,DB00744,Zileuton,DBMET00141,Zileuton O-glucuronide,DB00744
2,DBMET00140,Dehydroxyzyleuton,DBMET01255,Dehydroxyzileuton sulfoxide,DB00744
1,DB00745,Modafinil,DBMET00378,modafinil acid,DB00745
1,DB00749,Etodolac,DBMET00148,6-Hydroxyetodolac,DB00749
1,DB00749,Etodolac,DBMET00149,7-Hydroxyetodolac,DB00749
1,DB00749,Etodolac,DBMET00150,Etodolac acyl glucuronide,DB00749
1,DB00754,Ethotoin,DBMET00979,p-Hydroxyl-ethotoin,DB00754
1,DB00755,Tretinoin,DBMET00298,4-Hydroxyretinoic acid,DB00755
1,DB00755,Tretinoin,DBMET00561,Retinoyl b-glucuronide,DB00755
1,DB00755,Tretinoin,DBMET00594,Retinyl beta-glucuronide,DB00755
1,DB00755,Tretinoin,DBMET00453,18-Hydroxyretinoic acid,DB00755
1,DB00755,Tretinoin,DBMET00454,"5,6-Epoxyretinoic acid",DB00755
1,DB00755,Tretinoin,DBMET00455,4-Oxoretinoic acid,DB00755
1,DB00758,Clopidogrel,DBMET01210,Clopidogrel carboxylic acid derivative,DB00758
1,DB00758,Clopidogrel,DBMET00098,2-Oxoclopidogrel,DB00758
2,DBMET00098,2-Oxoclopidogrel,DBMET01163,Active Metabolite of Clopidogrel,DB00758
1,DB00762,Irinotecan,DBMET01681,7-ethyl-10-[4-N-(5-aminopentanoic acid)-1-piperidino] carbonyloxycamptothecin,DB00762
1,DB00762,Irinotecan,DBMET01143,SN-38,DB00762
1,DB00764,Mometasone,DBMET00759,6-beta-hydroxy-mometasone furoate,DB00764
1,DB00768,Olopatadine,DBMET00913,Mono-desmethyl olopatadine,DB00768
1,DB00768,Olopatadine,DBMET00970,Olopatadine n-oxide,DB00768
1,DB00772,Malathion,DBMET00901,Malaoxon,DB00772
1,DB00772,Malathion,DBMET00902,Malathion dicarboxylic acid,DB00772
1,DB00772,Malathion,DBMET00903,Malathion monocarboxylic acid,DB00772
1,DB00773,Etoposide,DBMET00853,Etoposide glucuronide,DB00773
1,DB00773,Etoposide,DBMET00367,3'-demethyletoposide,DB00773
1,DB00773,Etoposide,DBMET01264,Etoposide catechol,DB00773
2,DBMET01264,Etoposide catechol,DBMET01265,Etoposide ortho-quinone,DB00773
1,DB00776,Oxcarbazepine,DBMET00910,MHD,DB00776
1,DB00776,Oxcarbazepine,DBMET01105,10-Hydroxycarbazepine,DB00776
2,DBMET01105,10-Hydroxycarbazepine,DBMET00806,"10,11-Dihydroxycarbamazepine",DB00776
1,DB00778,Roxithromycin,DBMET00828,descladinose roxithromycin,DB00778
1,DB00778,Roxithromycin,DBMET00944,N-di-demethyl roxithromycin,DB00778
1,DB00778,Roxithromycin,DBMET00947,N-mono roxithromycin,DB00778
1,DB00779,Nalidixic Acid,DBMET00887,Hydroxynalidixic acid,DB00779
1,DB00780,Phenelzine,DB09269,Phenylacetic acid,DB00780
1,DB00780,Phenelzine,DB04325,Phenethylamine,DB00780
1,DB00780,Phenelzine,DBMET01955,4- hydroxyphenelzine,DB00780
2,DB09269,Phenylacetic acid,DBMET01954,4-hydroxyphenylacetic acid,DB00780
2,DB04325,Phenethylamine,DB09269,Phenylacetic acid,DB00780
2,DBMET01955,4- hydroxyphenelzine,DBMET01954,4-hydroxyphenylacetic acid,DB00780
3,DB09269,Phenylacetic acid,DBMET01954,4-hydroxyphenylacetic acid,DB00780
1,DB00783,Estradiol,DBMET00567,Estradiol-17beta 3-sulfate,DB00783
1,DB00783,Estradiol,DBMET00568,2-Methoxyestrone 3-glucuronide,DB00783
1,DB00783,Estradiol,DBMET00331,4-hydroxystradiol,DB00783
1,DB00783,Estradiol,DBMET00572,17-beta-Estradiol-3-glucuronide,DB00783
1,DB00783,Estradiol,DBMET00576,2-methoxy-17beta-estradiol 3-O-(beta-D-glucuronide),DB00783
1,DB00783,Estradiol,DBMET00581,17-beta-Estradiol glucuronide,DB00783
1,DB00783,Estradiol,DBMET00582,"3,17-Androstanediol glucuronide",DB00783
1,DB00783,Estradiol,DBMET00583,17-alpha-Estradiol-3-glucuronide,DB00783
1,DB00783,Estradiol,DBMET00600,Estradiol-17alpha 3-D-glucuronoside,DB00783
1,DB00783,Estradiol,DBMET00606,17-beta-estradiol 3-sulfate-17-(beta-D-glucuronide),DB00783
1,DB00783,Estradiol,DB07706,2-Hydroxyestradiol,DB00783
1,DB00783,Estradiol,DBMET01658,4-Hydroxyestradiol,DB00783
1,DB00783,Estradiol,DBMET00642,"17-Beta-Estradiol-3,17-beta-sulfate",DB00783
1,DB00783,Estradiol,DBMET00247,2-hydroxyestradiol,DB00783
1,DB00784,Mefenamic acid,DBMET01702,3-hydroxymethyl mefenamic aci,DB00784
1,DB00787,Acyclovir,DBMET00782,9-carboxymethoxymethylguanine,DB00787
1,DB00788,Naproxen,DBMET00159,O-Desmethylnaproxen,DB00788
1,DB00788,Naproxen,DBMET00160,Naproxen O-glucuronide,DB00788
1,DB00788,Naproxen,DBMET01711,Desmethylnaproxen,DB00788
2,DBMET00159,O-Desmethylnaproxen,DBMET01259,O-Desmethylnaproxen sulfate,DB00788
2,DBMET00159,O-Desmethylnaproxen,DBMET01260,O-Desmethylnaproxen acyl glucuronide,DB00788
2,DBMET00159,O-Desmethylnaproxen,DBMET01261,O-Desmethylnaproxen O-glucuronide,DB00788
1,DB00790,Perindopril,DBMET00984,Perindopril Acyl-beta-D-glucuronide,DB00790
1,DB00790,Perindopril,DBMET00985,Perindoprilat,DB00790
1,DB00790,Perindopril,DBMET00986,Perindoprilat glucuronide,DB00790
1,DB00794,Primidone,DBMET00285,Phenobarbital,DB00794
1,DB00796,Candesartan cilexetil,DB13919,Candesartan,DB00796
2,DB13919,Candesartan,DBMET00005,O-Deethylated candesartan,DB00796
2,DB13919,Candesartan,DBMET00006,Candesartan N2-glucuronide,DB00796
2,DB13919,Candesartan,DBMET00007,Candesartan O-glucuronide,DB00796
1,DB00799,Tazarotene,DBMET01005,Tazarotenic acid,DB00799
1,DB00802,Alfentanil,DBMET01579,N-phenylpropionamide,DB00802
1,DB00802,Alfentanil,DBMET01580,"2-(4-ethyl-5-oxo-1,2,3,4-tetrazol-1-yl)acetaldehyde",DB00802
1,DB00802,Alfentanil,DBMET00345,AMX,DB00802
1,DB00802,Alfentanil,DBMET00346,noralfentanil,DB00802
1,DB00805,Minaprine,DBMET01705,4-Hydroxyminaprine,DB00805
1,DB00808,Indapamide,DBMET01331,Indapamide metabolite M5,DB00808
1,DB00808,Indapamide,DBMET01334,Indapamide metabolite M1,DB00808
1,DB00808,Indapamide,DBMET01336,Indapamide epoxide intermediate,DB00808
2,DBMET01331,Indapamide metabolite M5,DBMET01332,Indapamide metabolite M4,DB00808
2,DBMET01334,Indapamide metabolite M1,DBMET01335,Indapamide metabolite M3,DB00808
2,DBMET01336,Indapamide epoxide intermediate,DBMET01337,Indapamide metabolite M6,DB00808
3,DBMET01332,Indapamide metabolite M4,DBMET01333,Indapamide metabolite M2,DB00808
3,DBMET01335,Indapamide metabolite M3,DBMET01333,Indapamide metabolite M2,DB00808
1,DB00813,Fentanyl,DBMET00341,norfentanyl,DB00813
1,DB00813,Fentanyl,DB02178,Phenylacetaldehyde,DB00813
1,DB00814,Meloxicam,DBMET00754,5'-carboxy meloxicam,DB00814
1,DB00814,Meloxicam,DBMET00755,5'-hydroxymethyl meloxicam,DB00814
1,DB00816,Orciprenaline,DBMET00975,Orciprenaline-3-O-sulfate,DB00816
1,DB00818,Propofol,DBMET01729,4-OH-propofol,DB00818
1,DB00818,Propofol,DBMET00193,4-Hydroxypropofol,DB00818
1,DB00818,Propofol,DBMET00194,Propofol glucuronide,DB00818
2,DBMET00194,Propofol glucuronide,DBMET01311,1-Quinol glucuronide,DB00818
2,DBMET00193,4-Hydroxypropofol,DBMET01311,1-Quinol glucuronide,DB00818
2,DBMET00193,4-Hydroxypropofol,DBMET01312,4-Quinol sulfate,DB00818
1,DB00825,Menthol,DBMET01828,"p-Menthane-3,-8-diol",DB00825
1,DB00829,Diazepam,DBMET00831,desmethyldiazepam,DB00829
1,DB00829,Diazepam,DBMET00113,Nordiazepam,DB00829
1,DB00829,Diazepam,DBMET00114,Temazepam,DB00829
1,DB00829,Diazepam,DBMET00246,Oxazepam,DB00829
2,DBMET00113,Nordiazepam,DBMET00246,Oxazepam,DB00829
2,DBMET00114,Temazepam,DBMET00246,Oxazepam,DB00829
2,DBMET00113,Nordiazepam,DBMET01219,Nordiazepam O-glucuronide,DB00829
1,DB00834,Mifepristone,DBMET01703,Monodemethylated mifepristone,DB00834
1,DB00834,Mifepristone,DBMET01704,17alpha-hydroxymifepristone,DB00834
1,DB00836,Loperamide,DBMET01697,N-Desmethyloperamide,DB00836
1,DB00843,Donepezil,DBMET01222,Donepezil metabolite M3,DB00843
1,DB00843,Donepezil,DBMET01223,Donepezil metabolite M5,DB00843
1,DB00843,Donepezil,DBMET01224,Donepezil metabolite M6,DB00843
1,DB00843,Donepezil,DBMET00127,5-O-Desmethyldonepezil,DB00843
1,DB00843,Donepezil,DBMET00128,6-O-Desmethyldonepezil,DB00843
1,DB00843,Donepezil,DBMET00129,Donepezil metabolite M4,DB00843
2,DBMET01222,Donepezil metabolite M3,DBMET01225,Donepezil metabolite M7,DB00843
2,DBMET00129,Donepezil metabolite M4,DBMET01227,Donepezil metabolite M8,DB00843
2,DBMET00127,5-O-Desmethyldonepezil,DBMET01228,Donepezil metabolite M9,DB00843
2,DBMET00128,6-O-Desmethyldonepezil,DBMET01228,Donepezil metabolite M9,DB00843
2,DBMET00127,5-O-Desmethyldonepezil,DBMET01225,Donepezil metabolite M7,DB00843
2,DBMET00128,6-O-Desmethyldonepezil,DBMET01230,Donepezil metabolite M11,DB00843
2,DBMET00127,5-O-Desmethyldonepezil,DBMET01231,Donepezil metabolite M12,DB00843
3,DBMET01225,Donepezil metabolite M7,DBMET01226,Donepezil metabolite M7 sulfate,DB00843
3,DBMET01228,Donepezil metabolite M9,DBMET01229,Donepezil metabolite M10,DB00843
3,DBMET01225,Donepezil metabolite M7,DBMET01229,Donepezil metabolite M10,DB00843
