text,parent_key
"Food increases the AUC and Cmax of tapentadol. Despite this, tapentadol can be given without regards to food.",DB06204
"The effect of a moderate fat, moderate calorie meal was variable and decreased silodosin Cmax by approximately 18 − 43% and AUC by 4 − 49%",DB06207
"Despite being a CYP3A4 inducer, grapefruit juice does not affect the pharmacokinetics of prasugrel",DB06209
Avoid water and food for at least 10 minutes post administration of asenapine ,DB06216
Food should be taken with the 15 mg and 20 mg tablet. Food increases the bioavailability of the 20 mg dose.,DB06228
"Foods with antiplatelet/anticoagulants properties such as horseradish, gingko, ginger, garlic, feverfew",DB06228
St. John's Wort is a CYP3A4 inducer and will decrease levels of rivaroxaban,DB06228
"When taken with a high-fat meal, time to maximum plasma concentration is prolonged- Tmax = 1 hour 20 minutes",DB06237
Take without regard to meals,DB06268
Simeprevir should be taken with food.,DB06290
Administration with a high-fat meal resulted in an increase in Tmax of saxagliptin by approximately 20 minutes as compared to fasted conditions. There was a 27% increase in the AUC of saxagliptin when given with a meal as compared to fasted conditions.,DB06335
Avoid drinking grapefruit juice as it is a CYP 3A4 inhibitor and will increase exposure of pazopanib,DB06589
Bioavailability increases with food. Take pazopanib on empty stomach. ,DB06589
"Alfalfa, Anise, Bilberry may increase the adverse effects of apixaban.",DB06605
Grapefruit juice may increase apixaban serum concentration.,DB06605
St. John's wort will likely decrease apixaban serum concentration. Avoid combination if possible.,DB06605
"When given with a high fat meal, the Cmax and AUC of bosutinib increased 1.8- and 1.7-fold, respectively.",DB06616
"Avoid combination with strong CYP3A4 inhibitors such as grapefruit juice due to the likely increased levels of axitinib. If the combination cannot be avoided, reduce axitinib dose by 50%.",DB06626
Axitinib can be taken with or without food.,DB06626
A high fat meal significantly increases Cmax but this effect is not clinically relevant. May take dalfampridine without regard to meals ,DB06637
"Since Signifor® is administered subcutaneously, food has no effect.",DB06663
"Since golimumab is administered by subcutaneous injection, there are no food effects.",DB06674
Caution taking vilazodone with foods/herbal product with antiplatelet/anticoagulant properties,DB06684
"Gingko bilboa, ginger, garlic, green tea, licorice, horseradish",DB06684
Avoid alcohol,DB06691
Take with food,DB06691
avoid alcohol ,DB06693
Grape fruit juice increases blood levels of the drug,DB06693
St. John's Wort,DB06695
Grapefruit juice may increase the toxicity of artemether and lumefantrine by inhibiting their metabolism.,DB06697
Take with food as food increases the absorption of artemether and lumefantrine. ,DB06697
Take with food.,DB06698
Take without regard to meals.,DB06700
Avoid alcohol,DB06701
Avoid excessive quantities of coffee or tea (caffeine),DB06701
Take on empty stomach: 1 hour before or 2 hours after meals,DB06701
Take with or without food.,DB06702
Not affected by food.,DB06703
Grapefruit juice may increase the toxicity of artemether and lumefantrine by inhibiting their metabolism.,DB06708
Take with food as food increases the absorption of lumefantrine and artemether.,DB06708
Take without regard to meals,DB06712
Food increases the absorption of calcium carbonate. ,DB06724
"Herbs (anticoagulant/antiplatelet properties such as ginseng, ginkgo, ginger, garlic)",DB06779
Take with food. Drink liberally.,DB06799
"Herbs with anticoagulant/antiplatelet properties (ginger, gingko, garlic) may increase the risk of bleeding.",DB06822
"Danshen, dong quai, evening primrose oil, gingko, policosanol, willowbark",DB08813
Gingko bilboa,DB08814
"Herbs with anticoagulant/antiplatelet activity such as alfalfa, feverfew, ginger, ginseng, grape seed, green tea,  horseradish ",DB08814
"When taken with food, there is a two-fold increase in exposure and  time to maximal concentration is increased by 0.5-1.5 hours. ",DB08815
Exposure increases 2- to 4- fold when given with a high fat meal. It is recommended that ivacaftor be given this way. ,DB08820
Food does not affect absorption or bioavailibity.,DB08822
Nutrition/Herbal interaction,DB08822
No known food interactions.,DB08823
No known food interactions.,DB08824
Food does not affect absorption.,DB08826
"Avoid grapefruit juice, which will likely increase lomitapide plasma concentrations.",DB08827
"When taking lomitapide with food, the risk of GI side effects is increased.",DB08827
Food does not affect absorption.,DB08828
No food effects were found.,DB08835
Avoid taking pitavastatin with red yeast rice. May increase risk of myopathy of pitavastatin via pharmacodynamic synergism. Red yeast rice contain monocolin K (similar to lovastatin) ,DB08860
Take with or without food ,DB08860
Absorption is increased by 40% if taken with food.,DB08864
Co-administration with St. John's wort decreases levels of rilpivirine by inducing CYP3A4 metabolism. Use is contraindicated. ,DB08864
"When given with a high-fat meal, AUC and Cmax were reduced by 14%. Despite this, crizotinib may be given with or without food.  ",DB08865
A high fat meal may lower mean Cmax and increase mean AUC(0-∞) but these changes are not clinically significant. Take without regards to meals. ,DB08867
No food effects.,DB08872
"Food increases the exposure of boceprevir by up to 65%. However, bioavailability is not affected and thus can be taken without regards to meals.",DB08873
Food decreases Cmax of fidaxomicin and its metabolites however this is not considered clinically significant. ,DB08874
Avoid grapefruit juice. Combination may increase levels of cabozantinib. Also avoid all other strong CYP3A4 inhibitors.,DB08875
No food effects found.,DB08876
Take without regards to meals ,DB08877
"Food does not affect teriflunomide pharmacokinetics, so take with or without food.",DB08880
"Although a high fat meal reduces Cmax and increases AUC, this interaction with food is not clinically significant",DB08882
Food slows perampanel's absorption rate but not extent.,DB08883
"Even when taken with food, linaclotide does not reach detectable levels in the plasma. However, when taken with a high fat meal, one may observe looser stools and a higher stool frequency.",DB08890
"When taken with meals, levels of mirabegron decreased. Furthermore, the magnitude of this effect was greater if taken with a low fat meal, rather than a high fat meal. Despite these findings, dose adjustment is not required.",DB08893
"When taken with a high-fat meal, AUC increased by 48% and decreased mean AUC of M2 and M5 metabolites by 20% and 51% respectively.",DB08896
No food effects were found.,DB08898
"When administered with food, relative bioavailability increases 2-fold",DB08903
"Food does not affect the pharmacokinetics of dimethyl fumarate, but it may reduce dimethyl fumarate induced GI upset and flushing. ",DB08908
"When taken with a high-fat, high-calorie meal, AUC and Cmax decreased. Tmax was also prolonged compared to fasted conditions.",DB08911
"When taken with a fatty meal, Cmax and AUC decreased. Tmax is also prolonged compared to the fasted condition.",DB08912
"Since radium Ra 223 dichloride is administered intravenously, no food effects should occur.",DB08913
"When given with a high-fat meal, Cmax decreases by 50% and AUC by 39% relative to the fasted state. ",DB08916
Can be taken with or without food.,DB08932
Sofosbuvir can be given with or without food.,DB08934
Echinacea: diminished therapeutic effect of immunosuppressants,DB08935
Grapefruit Juice,DB09034
"A high-fat meal increased the extent and rate of naloxegol absorption. The Cmax and AUC were increased by approximately 30% and 45%, respectively. In clinical trials, naloxegol was dosed on an empty stomach approximately 1 hour prior to the first meal in the morning.",DB09049
Administration with food increases ibrutinib exposure approximately 2-fold compared with administration after overnight fasting.,DB09053
Grapefruit juice may increase ivabradine exposure by twofold (due to its inhibition of CYP3A4). Therefore grapefruit juice consumption is not recommended while taking ivabradine.,DB09083
A food effect study conducted in patients with a single 4 mg dose of ixazomib showed that a high-fat meal decreased ixazomib AUC by 28% and Cmax by 69%.,DB09570
"Relative to fasting conditions, the administration of a single dose of grazoprevir + elbasvir (Zapatier) with a high-fat (900 kcal, 500 kcal from fat) meal to healthy subjects resulted in decreases in elbasvir AUC0-inf and Cmax of approximately 11% and 15%, respectively, and increases in grazoprevir AUC0-inf and Cmax of approximately 1.5-fold and 2.8-fold, respectively.",DB11575
