parent_key,synonym,language,coder
DB02300,Daivonex,,
DB02312,6-O-phosphono-β-D-galactopyranose,,
DB02312,beta-galactose-6-phosphate,,
DB02315,"Guanosine-3',5'-monophosphate",,
DB02325,Isopropanol,,WHO-DD
DB02342,2-Hydroxyestradiol 2-methyl ether,,
DB02342,2-Hydroxyestradol 2-methyl ether,,
DB02342,2-ME2,,
DB02342,2-methoxy-17β-estradiol,,
DB02342,2-Methoxyestradiol-17beta,,
DB02342,2ME2,,
DB02342,Panzem,,
DB02345,3-selenyl-L-alanine,,
DB02345,L-selenocysteine,,
DB02345,Selenium cysteine,,
DB02362,4-aminobenzoic acid,,
DB02375,"3,3',4,4',5',7-Hexahydro-2-phenyl-4H-chromen-4-one",,
DB02375,"3,5,7-Trihydroxy-2-(3,4,5-trihydroxyphenyl)-4H-1-benzopyran-4-one",,
DB02375,"3,5,7-Trihydroxy-2-(3,4,5-trihydroxyphenyl)-4H-chromen-4-one",,
DB02375,"3,5,7,3',4',5'-Hexahydroxyflavone",,
DB02375,Cannabiscetin,,
DB02375,MYC,,
DB02375,Myricetol,,
DB02375,Myricitin,,
DB02379,beta-D-glucopyranose,,
DB02379,Beta-D-glucose anhydrous,,
DB02379,"Beta-D-glucose, anhydrous",,
DB02379,Glucoside,,
DB02379,β-D-glucose,,
DB02380,9-(2-deoxy-β-D-erythro-pentofuranosyl)-9H-purin-6-ol,,
DB02380,Deoxyinosine,,
DB02381,(2S)-2-amino-4-(((hydroxyamino)iminomethyl)amino)butanoic acid,,
DB02381,N-hydroxy-nor-arginine,,
DB02381,N-hydroxy-nor-L-arginine,,
DB02381,Nomega-Hydroxy-nor-L-arginine,,
DB02385,D-monapterin,,
DB02385,D-threo-monapterin,,
DB02385,Monapterin,,
DB02385,Neopterin D-threo-form,,
DB02425,"Caprylic acid, cetyl ester",,
DB02425,Cetyl caprylate,,
DB02425,Cetyl octanoate,,
DB02425,Hexadecyl caprylate,,
DB02425,Hexadecyl N-octanoate,,
DB02446,HGA,,
DB02456,1-beta-D-Arabinofuranosylcytosine 5'-phosphate,,
DB02456,Ara-5'-CMP,,
DB02456,Aracytidine 5'-phosphate,,
DB02456,Cytosine Arabinose-5'-Phosphate,,
DB02456,Cytosine arabinoside 5'MP,,
DB02456,Cytosine arabinoside monophosphate,,
DB02458,dinitrophenyl-S-glutathione,,
DB02458,DNP-S-glutathione,,
DB02458,DNP-SGc,,
DB02465,MAFP,,
DB02475,Deoxyamidinoproclavaminate,,
DB02495,HBPG,,
DB02513,2-isopropyl-5-methylphenol,,
DB02513,5-Methyl-2-(1-Methylethyl)Phenol,,
DB02513,IPMP,,
DB02518,(S)-2-(acetylamino)propanoic acid,,
DB02518,2-acetamidopropionic acid,,
DB02518,Ac-Ala-OH,,
DB02518,Acetylalanine,,
DB02518,L-N-Acetylalanine,,
DB02518,N-acetyl-L-alanine,,
DB02518,N-acetyl-L-α-alanine,,
DB02518,N-Acetyl-S-alanine,,
DB02518,s-(-)-n-acetylalanine,,
DB02520,diethyl dithiocarbamate,,
DB02520,diethylcarbamodithioic acid,,
DB02520,diethyldithiocarbamate,,
DB02520,diethyldithiocarbamic acid,,
DB02523,"(2-AMINOOXY-ETHYL)-[5-(6-AMINO-PURIN-9-YL)-3,4-DIHYDROXY-TETRAHYDRO-FURAN-2-YLMETHYL]-METHYL-SULFONIUM",,
DB02523,[2-(AMINO-OXY)ETHYL](5'-DEOXYADENOSIN-5'-YL)(METHYL)SULFONIUM,,
DB02527,3'-5'-cyclic adenosine monophosphate,,
DB02527,"3',5'-Cyclic AMP",,
DB02527,cAMP,,
DB02527,Cyclic adenylic acid,,
DB02527,Cyclic AMP,,
DB02530,4-aminobutanoic acid,,
DB02530,4-aminobutyric acid,,
DB02530,4Abu,,
DB02530,GABA,,
DB02530,gamma-Aminobutyric acid,,
DB02530,piperidic acid,,
DB02530,piperidinic acid,,
DB02530,γ-amino-n-butyric acid,,
DB02530,γ-aminobutanoic acid,,
DB02530,γ-Aminobuttersäure,German,
DB02530,γ-aminobutyric acid,,
DB02530,ω-aminobutyric acid,,
DB02531,2-Methyl-propionic acid,,
DB02546,Octanedioic acid hydroxyamide phenylamide,,
DB02546,SAHA,,
DB02546,SHH,,
DB02546,Suberanilohydroxamic acid,,
DB02546,Suberoylanilide hydroxamic acid,,
DB02546,Vorinostatum,,
DB02548,"D-Glucitol, 6-(dihydrogen phosphate)",,
DB02548,D-Sorbitol 6-phosphate,,
DB02548,D-sorbitol-6-phosphate,,
DB02548,Sorbitol 6-phosphate,,
DB02548,Sorbitol-6-phosphate,,
DB02563,caproyl-CoA,,
DB02563,caproyl-coenzyme A,,
DB02563,Hexanoyl-Coenzyme A,,
DB02563,n-hexanoyl-CoA,,
DB02563,n-hexanoyl-coenzyme A,,
DB02563,S-hexanoyl-CoA,,
DB02563,S-Hexanoyl-coenzym-A,German,
DB02563,S-hexanoyl-coenzyme-A,,
DB02567,"6-(2,6-dichlorophenyl)-8-methyl-2-{[3-(methylthio)phenyl]amino}pyrido[2,3-d]pyrimidin-7(8H)-one",,
DB02568,"2-Amino-3,5-dihydro-7-(3-pyridylmethyl)-4H-pyrrolo(3,2-d)pyrimidin-4-one",,
DB02568,"4H-Pyrrolo(3,2-d)pyrimidin-4-one, 2-amino-3,5-dihydro-7-(3-pyridinylmethyl)-",,
DB02568,Peldesine,,USAN
DB02579,2-Propenoic acid,,
DB02579,acroleic acid,,
DB02579,Acrylate,,
DB02579,ethylenecarboxylic acid,,
DB02579,Propenoate,,
DB02579,Propenoic acid,,
DB02579,Vinylformic acid,,
DB02580,pentaethyleneglycol dimethyl ether,,
DB02587,"7β-acetoxy-8,13-epoxy-1α,6β,9α-trihydroxylabd-14-en-11-one",,
DB02587,Coleonolk,,
DB02587,colforsina,Spanish,
DB02587,colforsine,French,
DB02587,colforsinum,Latin,
DB02587,Forskolin,,
DB02590,"3,6-dideoxy-α-D-xylo-hexopyranose",,
DB02590,alpha-abequopyranose,,
DB02590,α-abequopyranose,,
DB02594,1-(2-deoxy-.beta.-d-ribofuranosyl)cytosine,,
DB02594,4-amino-1-(2-deoxy-.beta.-d-erythro-pentofuranosyl)-2(1h)-pyrimidinone,,
DB02594,dC,,
DB02594,dCYD,,
DB02594,Deoxyribose cytidine,,
DB02601,(+/-)-alpha-amino-4-hydroxybenzeneacetic acid,,
DB02601,(RS)-2-(4-hydroxyphenyl)glycine,,
DB02601,dl-p-hydroxyphenylglycine,,
DB02601,p-hydroxyphenylglycine,,
DB02621,(+)-latrunculin A,,
DB02621,"(4R)-4-[(1R,4Z,8E,10Z,12S,15R,17R)-17-hydroxy-5,12-dimethyl-3-oxo-2,16-dioxabicyclo[13.3.1]nonadeca-4,8,10-trien-17-yl]-1,3-thiazolidin-2-one",,
DB02621,LAT-A,,
DB02621,LatA,,
DB02630,Xylitol 5-P,,
DB02630,Xylitol 5-phosphate,,
DB02632,1-O-(4-nitrophenyl)-β-D-galactopyranose,,
DB02632,1-O-(4-nitrophenyl)-β-D-galactose,,
DB02632,1-O-(p-nitrophenyl)-β-D-galactopyranose,,
DB02632,1-O-(p-nitrophenyl)-β-D-galactose,,
DB02632,1-O-[p-nitrophenyl]-beta-D-galactopyranose,,
DB02632,4-Nitrophenyl-beta-D-galactopyranoside,,
DB02632,4-nitrophenyl-β-D-galactopyranoside,,
DB02632,4-Nitrophenylgalactoside,,
DB02632,p-Nitrophenyl beta-D-galactopyranoside,,
DB02632,p-Nitrophenyl-beta-D-galactoside,,
DB02638,Terlipressin,,
DB02638,Terlipressina,Spanish,INN
DB02638,Terlipressine,French,INN
DB02638,Terlipressinum,Latin,INN
DB02639,4-Methylumbelliferyl a-D-glucopyranoside,,
DB02639,4-Methylumbelliferyl α-D-glucoside,,
DB02639,7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,,
DB02639,7-(α-D-glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,,
DB02656,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,,
DB02665,"(1R,2S)-tranylcypromine(1+)",,
DB02667,5-Methoxybenzimidazole vitamin B12,,
DB02667,5-Methoxybenzimidazolylcobalamin,,
DB02667,Cyano-5-methoxybenzimidazolylcobamide,,
DB02667,Vitamin B 12 factor IIIm,,
DB02691,N-choloylglycine,,
DB02693,oxidized dithiothreitol,,
DB02701,Niacinamide,,
DB02701,Nicotinic amide,,
DB02703,Fucidate,,
DB02703,Fucidin acid,,
DB02703,Fusidate,,
DB02703,Fusidic acid,,
DB02703,Fusidine,,
DB02703,Ramycin,,
DB02709,"(E)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(E)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol",,
DB02709,(E)-resveratrol,,
DB02709,"3,4',5-trihydroxy-trans-stilbene",,
DB02709,"3,4',5-trihydroxystilbene",,
DB02709,"3,5,4'-trihydroxystilbene",,
DB02709,"5-[(E)-2-(4-hydroxyphenyl)vinyl]benzene-1,3-diol",,
DB02709,trans-resveratrol,,
DB02714,3'-UMP,,
DB02714,3'-Uridylic acid,,
DB02714,Uridine 3'-monophosphate,,
DB02714,Uridine 3'-phosphate,,
DB02731,[(o-carboxyphenyl)thio]ethylmercury,,
DB02731,2-(ethylmercuri-thio)-benzoic acid,,
DB02731,2-(ethylmercuriothio)benzoic acid,,
DB02743,4-O-β-D-galactopyranosyl-β-D-galactopyranose,,
DB02743,Galactobiose,,
DB02743,β-D-galactopyranosyl-(1→4)-β-D-galactopyranose,,
DB02743,β-D-Galp-(1→4)-β-D-Galp,,
DB02751,Amidinoglycine,,
DB02751,Betacyamine,,
DB02751,Guanidineacetic acid,,
DB02751,Guanidoacetic acid,,
DB02751,Guanyl glycine,,
DB02751,N-(aminoiminomethyl)glycine,,
DB02751,N-amidinoglycine,,
DB02757,"1,2-Diazole",,
DB02765,"9-Hydroxypropyladenine, R-Isomer",,
DB02788,(S)-2-acetoin,,
DB02805,"1-(3-O-phosphono-beta-L-arabinofuranosyl)Pyrimidine-2,4(1H,3H)-Dione",,
DB02805,Arabinouridine 3'-Phosphate,,
DB02807,D-2-keto-3-deoxygalactonate,,
DB02831,Dihydrogenphosphate ion,,
DB02842,9-amino-N-(3-dimethylaminopropyl)acridine-4-carboxamide,,
DB02843,glucose-1-phosphate,,
DB02846,(4R)-4-Thiazolidinecarboxylic acid,,
DB02846,(R)-(-)-4-Thiazolidinecarboxylic acid,,
DB02846,(R)-4-Thiazolidinecarboxylic acid,,
DB02846,4-thiaproline,,
DB02846,L-thiaproline,,
DB02846,L-Thiazolidine-4-carboxylic acid,,
DB02846,Thiazolidinecarboxylic acid,,
DB02846,γ-thioproline,,
DB02852,(-)-domoic acid,,
DB02852,L-domoic acid,,
DB02853,(2R)-pyrrolidine-2-carboxylic acid,,
DB02853,(R)-2-Carboxypyrrolidine,,
DB02853,(R)-pyrrolidine-2-carboxylic acid,,
DB02853,D-Prolin,,
DB02853,DPR,,
DB02855,N-(3-Propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,,
DB02857,"2-amino-1,9-dihydro-9-β-D-ribofuranosyl-6H-purin-6-one",,
DB02857,2(3H)-imino-9-β-D-ribofuranosyl-9H-purin-6(1H)-one,,
DB02857,9-β-D-ribofuranosyl-guanine,,
DB02857,Guanine riboside,,
DB02857,Guanine-9-β-D-ribofuranoside,,
DB02857,Guanosin,,
DB02857,Guo,,
DB02860,(-)-calyculin A,,
DB02877,"(E)-4-[2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthylenyl)-1 -propenyl] benzoic acid",,
DB02877,TTNPB,,
DB02891,"2,7,8,9-tricyclazole",,
DB02891,"5-methyl-1,2,4-triazolo(3,4-b)(1,3)benzothiazole",,
DB02891,"5-methyl-1,2,4-triazolo(3,4-b)benzothiazole",,
DB02891,Beam,,
DB02891,Tricyclazone,,
DB02896,6-(Methylthio)purine ribonucleoside,,
DB02896,6-methyl MP riboside,,
DB02896,6-methyl MP-riboside,,
DB02896,6-methyl-9-ribofuranosylpurine-6-thiol,,
DB02896,6-methylmercaptopurine ribonucleoside,,
DB02896,6-methylmercaptopurine riboside,,
DB02896,6-methylthioinosine,,
DB02896,6-methylthiopurine riboside,,
DB02896,6-MMPR,,
DB02896,6-S-methyl-6-thioinosine,,
DB02896,Me6MPR,,
DB02896,methylmercaptopurine riboside,,
DB02896,MMPR,,
DB02900,(6P)Mana,,
DB02900,(6P)Manα,,
DB02900,6-H2PO3Manα,,
DB02900,6-O-phosphono-α-D-mannopyranose,,
DB02900,Man6P,,
DB02901,17beta-Hydroxy-5alpha-androstan-3-one,,
DB02901,17beta-Hydroxy-5alpha-androstane-3-one,,
DB02901,17beta-Hydroxyandrostan-3-one,,
DB02901,17β-hydroxy-3-oxo-5α-androstanone,,
DB02901,17β-hydroxy-5α-androstan-3-one,,
DB02901,4-Dihydrotestosterone,,
DB02901,5alpha-Dihydrotestosterone,,
DB02901,5α-DHT,,
DB02901,Androstanolone,,INN
DB02901,DHT,,
DB02901,Dihydrotestosteron,German,
DB02901,Dihydrotestostérone,French,
DB02901,Dihydrotestosterone,,
DB02912,propanoyl-coenzyme A,,
DB02912,Propionyl coenzyme A,,
DB02912,Propionyl-CoA,,
DB02912,Propionyl-coenzyme A,,
DB02912,S-propanoyl-CoA,,
DB02912,S-propanoyl-coenzyme A,,
DB02912,S-Propionyl-coenzym-A,German,
DB02912,S-Propionylcoenzyme A,,
DB02924,(+)-trans-limonene oxide,,
DB02924,"(1S,4R,6R)-4-isopropenyl-1-methyl-7-oxabicyclo[4.1.0]heptane",,
DB02924,"(4R)-limonene 1alpha,2alpha-epoxide",,
DB02924,"1α,2α-epoxy-4βH-p-menth-8-ene",,
DB02924,"D-limonene 1,2-epoxide",,
DB02930,(gamma-S)ATP,,
DB02930,Adenosine 5-O-(3-thiotriphophate),,
DB02930,Adenosine 5'-(3-thio)triphosphate,,
DB02930,Adenosine 5'-(gamma-thio)triphosphate,,
DB02930,adenosine 5'-[gamma-thio]triphosphate,,
DB02930,Adenosine 5'-O-(3-thiotriphosphate),,
DB02930,ATP-gamma-S,,
DB02930,ATP-gammaS,,
DB02930,gamma-Thio-ATP,,
DB02932,(-)-Bicalutamide,,
DB02935,"2,2'-oxybis(1-methoxyethane)",,
DB02935,"2,2'-oxybis[1-(methyloxy)ethane]",,
DB02935,"2,5,8-trioxanonane",,
DB02935,bis(2-methoxyethyl) ether,,
DB02935,di(2-methoxyethyl) ether,,
DB02935,diethylene glycol dimethyl ether,,
DB02945,L-iduronic acid,,
DB02945,α-L-iduronic acid,,
DB02959,5-Hydroxy-L-Tryptophan,,
DB02959,5-Hydroxytryptophan L-form,,
DB02959,Cincofarm,,
DB02959,Hydroxy-5 L-tryptophane,,
DB02959,L-5-Hydroxytryptophan,,
DB02959,Levothym,,
DB02959,Oxitriptan,,
DB02959,Tript-OH,,
DB02961,L-rhamnose,,
DB02975,Antibiotic GE 2270A,,
DB02994,Dimethylarsenic acid,,
DB02994,Dimethylarsinic acid,,
DB02994,Hydroxydimethylarsine oxide,,
DB02998,"17-beta-Hydroxy-17-methylestra-4,9,11-trien-3-one",,
DB02998,Metribolone,,INN
DB03000,"9-Hydroxypropyladenine, S-Isomer",,
DB03002,4-iodophenol,,
DB03006,(p-aminophenyl)arsonic acid,,
DB03006,4-aminobenzenearsonic acid,,
DB03006,4-Aminophenylarsonic acid,,
DB03006,4-Aminophenylarsonsäure,,
DB03006,4-arsanilic acid,,
DB03006,Arsanilsäure,German,
DB03006,atoxylic acid,,
DB03006,p-arsanilic acid,,
DB03010,(−)-epothilone B,,
DB03010,Epo B,,
DB03010,Epothilone B,,
DB03017,1-Undecanecarboxylic acid,,
DB03017,ABL,,
DB03017,C12 fatty acid,,
DB03017,C12:0,,
DB03017,Coconut oil fatty acids,,
DB03017,DAO,,
DB03017,Dodecanoate,,
DB03017,Dodecanoic acid,,
DB03017,Dodecoic acid,,
DB03017,Dodecylcarboxylate,,
DB03017,Dodecylic acid,,
DB03017,Duodecyclic acid,,
DB03017,Duodecylic acid,,
DB03017,Laurinsäure,German,
DB03017,Laurostearic acid,,
DB03017,N-dodecanoate,,
DB03017,N-dodecanoic acid,,
DB03017,Undecane-1-carboxylic acid,,
DB03017,Vulvic acid,,
DB03025,(S)-(+)-1-Octen-3-ol,,
DB03034,D-Ofloxacin,,
DB03034,R-Ofloxacin,,
DB03041,UDP-alpha-D-glucuronate,,
DB03041,UDP-D-glucuronate,,
DB03041,UDP-glucuronate,,
DB03041,UDP-Glucuronic Acid,,
DB03041,UDPglucuronate,,
DB03041,uridine diphosphate glucuronic acid,,
DB03041,Uridine-5'-diphosphate-glucuronic acid,,
DB03052,"Benzoic acid, 4-(2-(1H-imidazol-1-yl)ethoxy)-",,
DB03052,Dazoxiben,Spanish,INN
DB03052,Dazoxibene,French,INN
DB03052,Dazoxibenum,Latin,INN
DB03054,Tribrommethan,German,
DB03054,Tribromomethane,,
DB03058,2-Aminobenzenemethanol,,
DB03058,2-Aminobenzyl alcohol,,
DB03058,o-(Hydroxymethyl)aniline,,
DB03058,o-Aminobenzyl alcohol,,
DB03058,o-Aminobenzylic alcohol,,
DB03059,3-Acetoacetyl-CoA,,
DB03059,Acetoacetyl coenzyme A,,
DB03059,Acetoacetyl-Coenzyme A,,
DB03059,S-acetoacetyl-CoA,,
DB03059,S-Acetoacetyl-coenzym A,German,
DB03059,S-acetoacetyl-coenzyme A,,
DB03066,(−)-lactic acid,,
DB03066,(R)-(−)-lactic acid,,
DB03066,(R)-lactic acid,,
DB03066,D-2-Hydroxypropanoic acid,,
DB03066,D-2-Hydroxypropionic acid,,
DB03066,D-Milchsäure,German,
DB03068,1-beta-D-ribofuranosyl-2(1H)-pyrimidinone,,
DB03068,1-beta-D-ribofuranosylpyrimidin-2(1H)-one,,
DB03068,DHZ,,
DB03068,Pyrimidin-2-one beta-D-ribofuranoside,,
DB03068,pyrimidin-2-one beta-ribofuranoside,,
DB03068,Pyrimidin-2-one ribonucleoside,,
DB03085,2-Hydroxyacetic acid,,
DB03085,2-Hydroxyethanoic acid,,
DB03085,alpha-Hydroxyacetic acid,,
DB03085,Glycollic acid,,
DB03085,Hydroxyacetic Acid,,
DB03085,Hydroxyethanoic Acid,,
DB03085,α-hydroxyacetic acid,,
DB03088,(−)-2-pyrrolidone-5-carboxylic acid,,
DB03088,(S)-(−)-2-pyrrolidone-5-carboxylic acid,,
DB03088,(S)-pyroglutamic acid,,
DB03088,5-L-oxoproline,,
DB03088,5-oxo-2-pyrrolidinecarboxylic acid,,
DB03088,5-oxo-L-proline,,
DB03088,5-Pyrrolidone-2-carboxylic acid,,
DB03088,Glutimic acid,,
DB03088,L-5-Pyrrolidone-2-carboxylic acid,,
DB03088,L-pyroglutamic acid,,
DB03088,L-pyrrolidone carboxylic acid,,
DB03088,PCA,,
DB03088,Pyroglutamic Acid,,
DB03106,"(1r,2r,3r,4r,5r,6r)-cyclohexane-1,2,3,4,5,6-hexol",,
DB03106,"1,3,5/2,4,6-cyclohexanehexol",,
DB03106,Cocositol,,
DB03106,Quercinitol,,
DB03106,Scyllitol,,
DB03108,4-Phospho-D-Erythronate,,
DB03108,4-Phosphoerythronate,,
DB03128,Acetylcholine Chloride,,
DB03138,Perchlorate Ion,,
DB03147,"Adenosine 5'-(trihydrogen pyrophosphate), 5'-5'-ester with riboflavine",,
DB03147,Adenosine 5'-[3-(riboflavin-5'-yl) dihydrogen diphosphate],,
DB03147,FAD,,
DB03147,Flavin adenine dinucleotide,,
DB03147,FLAVIN-adenine dinucleotide,,
DB03147,Flavine adenine dinucleotide,,WHO-DD
DB03147,"Riboflavin 5'-(trihydrogen diphosphate), 5'-5'-ester with adenosine",,
DB03147,Riboflavin 5'-adenosine diphosphate,,
DB03156,alpha-D-glucopyranuronic acid,,
DB03156,alpha-D-glucuronic acid,,
DB03156,alpha-delta-glucopyranuronic acid,,
DB03156,alpha-delta-glucuronic acid,,
DB03156,D-(+)-glucuronate,,
DB03156,D-(+)-glucuronic acid,,
DB03156,D-glucuronate,,
DB03156,delta-(+)-glucuronate,,
DB03156,delta-(+)-glucuronic acid,,
DB03156,delta-glucuronate,,
DB03156,GCU,,
DB03156,Glucosiduronate,,
DB03156,Glucosiduronic acid,,
DB03156,Glucuronate,,
DB03156,Glucuronic acid,,
DB03163,2-(2-Oxopropylthio)ethanesulfonate,,
DB03163,2-[(2-Oxopropyl)sulfanyl]ethanesulfonic acid,,
DB03163,2-ketopropyl-CoM,,
DB03166,"Acetic acid, glacial",,
DB03166,Aceticum acidum,Latin,
DB03166,acide acétique,French,
DB03166,Essigsäure,German,
DB03166,Ethanoat,,
DB03166,Ethanoate,,
DB03166,Ethanoic acid,,
DB03166,Ethoic acid,,
DB03166,Ethylic acid,,
DB03166,Glacial acetic acid,,
DB03166,HOAc,,
DB03166,Methanecarboxylic acid,,
DB03166,Vinegar,,
DB03172,7-deazaadenosine,,
DB03172,Sparsomycin A,,
DB03172,Tubercidine,,
DB03175,1-propanol,,
DB03175,1-proponol,,
DB03175,N-propanol,,
DB03175,N-propyl alcohol,,
DB03175,Propanol,,
DB03176,"3,5-dichloro-4-(4-hydroxy-3-isopropylphenoxy)phenylacetic acid",,
DB03177,5-methyl-1H-benzimidazole,,
DB03177,6-methyl-1H-benzimidazole,,
DB03177,ethyl 4-cyanophenylalaninate,,
DB03193,1-Heptadecanecarboxylic acid,,
DB03193,Cetylacetic acid,,
DB03193,Fatty acids C16-18,,
DB03193,Isooctadecanoic acid,,
DB03193,Isostearic acid,,
DB03193,N-octadecanoic acidd,,
DB03193,Octadecanoic acid,,
DB03193,Octadecansaeure,,
DB03193,Octadecoic acid,,
DB03193,OLA,,
DB03193,Stearate,,
DB03193,Stearinsaeure,,
DB03201,(2S)-2-amino-3-mercaptopropanoic acid,,
DB03201,(2S)-2-amino-3-sulfanylpropanoic acid,,
DB03201,(S)-2-amino-3-mercaptopropanoic acid,,
DB03201,D-Amino-3-mercaptopropionic acid,,
DB03201,D-Cystein,,
DB03201,D-Zystein,,
DB03206,1 deoxynojirimycin,,
DB03206,1-deoxy-nojirimycin,,
DB03206,1-deoxynojirimycin,,
DB03206,"1,5-deoxy-1,5-imino-D-mannitol",,
DB03206,"1,5-dideoxy-1,5-imino-D-glucitol",,
DB03206,"5-amino-1,5-dideoxy-D-glucopyranose",,
DB03206,D-1-deoxynojirimycin,,
DB03206,Deoxynojirimycin,,
DB03206,DNJ,,
DB03209,5-azaorotic acid,,
DB03209,Allantoxanic acid,,
DB03209,Oxonate,,
DB03209,Oxonic Acid,,
DB03214,(2s)-2-Amino-3-Butenoic Acid,,
DB03214,(2s)-2-Aminobut-3-Enoicacid,,
DB03214,L-vinylglycine,,
DB03222,2'-Deoxyadenosine 5'-triphosphate,,
DB03222,Deoxyadenosine 5'-triphosphate,,
DB03222,Deoxyadenosine triphosphate,,
DB03223,2-(3-Carboxyamido-3-(Trimethylammonio)Propyl)Histidine,,
DB03225,(2R)-2-amino-3-(1H-indol-3-yl)propanoic acid,,
DB03225,(R)-tryptophan,,
DB03225,DTR,,
DB03247,FMN,,
DB03247,riboflavin 5'-(dihydrogen phosphate),,
DB03247,riboflavin 5'-monophosphate,,
DB03247,riboflavin 5'-phosphate,,
DB03247,Riboflavin monophosphate,,
DB03247,Riboflavin phosphate,,WHO-DD
DB03247,Riboflavin-5-phosphate,,
DB03247,riboflavine dihydrogen phosphate,,
DB03247,Vitamin B2 (riboflavin-5-phosphate),,
DB03247,Vitamin B2 phosphate,,
DB03252,"(R)-2,6-diaminohexanoic acid",,
DB03252,"D-2,6-Diaminohexanoic acid",,
DB03252,D-Lysin,German,
DB03255,Acide carbolique,,
DB03255,Acide phenique,,
DB03255,Benzenol,,
DB03255,Carbolic acid,,
DB03255,Carbolsaeure,,
DB03255,Hydroxybenzene,,
DB03255,Karbolsaeure,,
DB03255,Monohydroxybenzene,,
DB03255,Oxybenzene,,
DB03255,Phenic Acid,,
DB03255,Phenol,,
DB03255,Phenyl alcohol,,
DB03255,Phenyl hydroxide,,
DB03255,Phenylic Acid,,
DB03255,Phenylic alcohol,,
DB03255,PHOH,,
DB03256,"(6R,2'S)-Folinic acid",,
DB03256,(6R)-Leucovorin,,
DB03256,"[6R]-5-formyl-5,6,7,8-tetrahydrofolate ",,
DB03256,"L-Glutamic acid, N-[4-[[[(6R)-2-amino-5-formyl-3,4,5,6,7,8-hexahydro-4-oxo-6-pteridinyl]methyl]amino]benzoyl]-",,
DB03256,"N-{[4-({[(6R)-2-amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)phenyl]carbonyl}-L-glutamic acid",,
DB03258,2'-Deoxycytidine-5'-Triphosphate,,
DB03258,dCTP,,
DB03258,Deoxycytidine 5'-triphosphate,,
DB03258,Deoxycytidine triphosphate,,
DB03266,Pentanedial,,
DB03277,α-maltotriose,,
DB03283,6-Deoxy-Beta-L-Galactose,,
DB03292,(S)-2-Amino-3-phosphonopropanoic acid,,
DB03292,D-2-Amino-3-phosphonopropionic acid,,
DB03296,"Alpha(2,3) Sialyl Lactose",,
DB03303,3-Deoxy-arabino-hexonic acid,,
DB03303,D-2-keto-3-deoxygluconate,,
DB03309,CHES,,
DB03310,Glutathione disulphide,,
DB03310,GSSG,,
DB03310,Oxidized glutathione,,
DB03310,Oxiglutatione,,
DB03314,5-Fluoro-L-tryptophan,,
DB03315,3'-GMP,,
DB03315,3'-Guanylic acid,,
DB03315,Guanosine 3'-phosphate,,
DB03315,Guanosine-3'-monophosphate,,
DB03315,Guanylic acid,,WHO-DD
DB03319,(S)-2-Amino-3-(3-Hydroxy-5-Tert-Butyl-Isoxazol-4-Yl)Propionic Acid,,
DB03323,D-(+)-maltose,,
DB03323,Maltose anhydrous,,
DB03345,2-Sulfhydryl-Ethanol,,
DB03348,HUB,,
DB03348,HupB,,
DB03350,Cobalt Hexammine(III),,
DB03350,hexaamminecobalt(3+),,
DB03352,CSR,,
DB03353,Guanidinobiotin,,
DB03353,"Hexahydro-2-imino-1h-thieno(3,4-d)imidazole-4-pentanoic acid",,
DB03357,(S)-2-Hydroxy-2-phenylacetic acid,,
DB03357,(S)-Mandelsäure,German,
DB03357,(S)-α-hydroxybenzeneacetic acid,,
DB03357,L-mandelic acid,,
DB03360,(2S)-1-acetylpyrrolidine-2-carboxylic acid,,
DB03360,(S)-(-)-N-acetylproline,,
DB03360,(S)-1-acetylpyrrolidine-2-carboxylic acid,,
DB03360,(S)-N-acetylproline,,
DB03360,1-acetylproline,,
DB03360,Acetyl proline,,
DB03360,N-acetyl-L-proline,,
DB03367,3-phenyl-3-({[4-(4-pyridin-4-ylphenyl)thien-2-yl]carbonyl}amino)propanoic acid,,
DB03380,L-Tyrosine amide,,
DB03380,Tyrosinamide,,
DB03381,16-Hexadecanal,,
DB03381,N-hexadecanal,,
DB03381,Palmitaldehyde,,
DB03381,Palmitoyl,,
DB03381,Palmitoyl aldehyde,,
DB03381,PLM,,
DB03381,PLY,,
DB03382,3-(oxidosulfanyl)-L-alanine,,
DB03382,cysteine S-oxide,,
DB03382,cysteine sulfoxide,,
DB03382,cysteine sulphoxide,,
DB03382,L-cysteine S-oxide,,
DB03382,L-cysteine sulfoxide,,
DB03382,L-cysteine sulphoxide,,
DB03382,S-oxo-L-cysteine,,
DB03382,S-oxocysteine,,
DB03401,"1,4,5-Insp3",,
DB03401,"D-myo-Inositol 1,4,5-trisphosphate",,
DB03401,"D-myo-Inositol-1,4,5-triphosphate",,
DB03401,"Inositol 1,4,5-trisphosphate",,
DB03401,"Ins(1,4,5)P3",,
DB03401,InsP3,,
