smpdb_id,name,category,parent_key
SMP00292,Minocycline Action Pathway,drug_action,DB01972
SMP00295,Lymecycline Action Pathway,drug_action,DB01972
SMP00365,Gout or Kelley-Seegmiller Syndrome,disease,DB01972
SMP00427,Azathioprine Action Pathway,drug_action,DB01972
SMP00513,Xanthinuria type II,disease,DB01972
SMP00567,Succinic semialdehyde dehydrogenase deficiency,disease,DB01972
SMP00712,Tigecycline Action Pathway,drug_action,DB01972
SMP00700,Lornoxicam Action Pathway,drug_action,DB02056
SMP00701,Phenylbutazone Action Pathway,drug_action,DB02056
SMP00707,Salsalate Action Pathway,drug_action,DB02056
SMP00710,Acetaminophen  Action Pathway,drug_action,DB02056
SMP00098,Ketorolac Action Pathway,drug_action,DB02056
SMP00101,Suprofen Action Pathway,drug_action,DB02056
SMP00116,Valdecoxib Action Pathway,drug_action,DB02056
SMP00289,Diflunisal Action Pathway,drug_action,DB02056
SMP00353,Leukotriene C4 Synthesis Deficiency,disease,DB02056
SMP00703,Trisalicylate-choline Action Pathway,drug_action,DB02056
SMP00075,Arachidonic Acid Metabolism,metabolic,DB02056
SMP00106,Meloxicam Action Pathway,drug_action,DB02056
SMP00109,Mefenamic Acid Action Pathway,drug_action,DB02056
SMP00358,Fc Epsilon Receptor I Signaling in Mast Cells,signaling,DB02056
SMP00698,Magnesium salicylate Action Pathway,drug_action,DB02056
SMP00702,Nepafenac Action Pathway,drug_action,DB02056
SMP00708,Salicylate-sodium Action Pathway,drug_action,DB02056
SMP00084,Etodolac Action Pathway,drug_action,DB02056
SMP00086,Ibuprofen Action Pathway,drug_action,DB02056
SMP00093,Diclofenac Action Pathway,drug_action,DB02056
SMP00102,Bromfenac Action Pathway,drug_action,DB02056
SMP00343,Intracellular Signalling Through PGD2 receptor and Prostaglandin D2,signaling,DB02056
SMP00692,Antipyrine Action Pathway,drug_action,DB02056
SMP00693,Antrafenine Action Pathway,drug_action,DB02056
SMP00696,Fenoprofen Action Pathway,drug_action,DB02056
SMP00697,Flurbiprofen Action Pathway,drug_action,DB02056
SMP00699,Lumiracoxib Action Pathway,drug_action,DB02056
SMP00706,Tenoxicam Action Pathway,drug_action,DB02056
SMP00709,Salicylic Acid Action Pathway,drug_action,DB02056
SMP63595,Arachidonic Acid Metabolism,metabolic,DB02056
SMP63693,Tryptophan Metabolism,metabolic,DB02070
SMP02353,Tryptophan metabolism,metabolic,DB02070
SMP00063,Tryptophan Metabolism,metabolic,DB02070
SMP02338,NAD metabolism,metabolic,DB02070
SMP00456,Fatty Acid Biosynthesis,metabolic,DB02074
SMP02360,Fatty Acid Biosynthesis ,metabolic,DB02074
SMP63613,Fatty Acid Biosynthesis,metabolic,DB02074
SMP00485,"Hyperglycinemia, non-ketotic",disease,DB02083
SMP00570,"Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type",disease,DB02083
SMP63626,Glycine and Serine Metabolism,metabolic,DB02083
SMP00123,Betaine Metabolism,metabolic,DB02083
SMP00177,Cystathionine Beta-Synthase Deficiency,disease,DB02083
SMP00721,3-Phosphoglycerate dehydrogenase deficiency,disease,DB02083
SMP63637,Methionine Metabolism,metabolic,DB02083
SMP00033,Methionine Metabolism,metabolic,DB02083
SMP00221,Methionine Adenosyltransferase Deficiency,disease,DB02083
SMP00341,Hypermethioninemia,disease,DB02083
SMP02092,S-adenosyl-L-methionine cycle,metabolic,DB02083
SMP00004,Glycine and Serine Metabolism,metabolic,DB02083
SMP00179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,DB02083
SMP00242,Dimethylglycine Dehydrogenase Deficiency,disease,DB02083
SMP00244,Sarcosinemia,disease,DB02083
SMP00340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,DB02083
SMP00214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,DB02083
SMP00222,Glycine N-methyltransferase Deficiency,disease,DB02083
SMP00223,Non Ketotic Hyperglycinemia,disease,DB02083
SMP00484,Dimethylglycine Dehydrogenase Deficiency,disease,DB02083
SMP00856,Quorum Sensing,signaling,DB02083
SMP02313,Sarcosine Oncometabolite Pathway ,disease,DB02083
SMP63600,Betaine Metabolism,metabolic,DB02083
SMP63658,Pyrimidine Metabolism,metabolic,DB02129
SMP00046,Pyrimidine Metabolism,metabolic,DB02129
SMP00202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,DB02129
SMP00172,Beta Ureidopropionase Deficiency,disease,DB02129
SMP00178,Dihydropyrimidinase Deficiency,disease,DB02129
SMP00219,UMP Synthase Deficiency (Orotic Aciduria),disease,DB02129
SMP12038,Chlorophyll a Biosynthesis II,metabolic,DB02133
SMP12044,Chlorophyll a Degradation II,metabolic,DB02133
SMP12050,Chlorophyll a Biosynthesis I,metabolic,DB02133
SMP12051,Chlorophyll a Degradation I,metabolic,DB02133
SMP00364,Lesch-Nyhan Syndrome (LNS),disease,DB02134
SMP00537,Myoadenylate deaminase deficiency,disease,DB02134
SMP02088,purine ribonucleosides degradation,metabolic,DB02134
SMP00050,Purine Metabolism,metabolic,DB02134
SMP00144,Adenosine Deaminase Deficiency,disease,DB02134
SMP00220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB02134
SMP00168,AICA-Ribosiduria,disease,DB02134
SMP00428,Mercaptopurine Action Pathway,drug_action,DB02134
SMP00430,Thioguanine Action Pathway,drug_action,DB02134
SMP00512,Xanthinuria type I,disease,DB02134
SMP00365,Gout or Kelley-Seegmiller Syndrome,disease,DB02134
SMP00427,Azathioprine Action Pathway,drug_action,DB02134
SMP00513,Xanthinuria type II,disease,DB02134
SMP02103,adenosine nucleotides degradation ,metabolic,DB02134
SMP12052,AMP Degradation (Hypoxanthine Route),metabolic,DB02134
SMP00167,Adenylosuccinate Lyase Deficiency,disease,DB02134
SMP00203,Molybdenum Cofactor Deficiency,disease,DB02134
SMP00210,Purine Nucleoside Phosphorylase Deficiency,disease,DB02134
SMP00535,Adenine phosphoribosyltransferase deficiency (APRT),disease,DB02134
SMP00536,Mitochondrial DNA depletion syndrome,disease,DB02134
SMP63668,Purine Metabolism,metabolic,DB02134
SMP00503,Hypophosphatasia,disease,DB02142
SMP02387,Vitamin B6,metabolic,DB02142
SMP00017,Vitamin B6 Metabolism,metabolic,DB02142
SMP63472,Vitamin B6 Metabolism ,metabolic,DB02142
SMP63592,Vitamin B6 Metabolism,metabolic,DB02142
SMP00456,Fatty Acid Biosynthesis,metabolic,DB02175
SMP02360,Fatty Acid Biosynthesis ,metabolic,DB02175
SMP63613,Fatty Acid Biosynthesis,metabolic,DB02175
SMP02442,Phenylalanine metabolism,metabolic,DB02178
SMP02041,Phenylethylamine metabolism,metabolic,DB02178
SMP02349,Phenylalanine metabolism,metabolic,DB02178
SMP00739,Didanosine Action Pathway,drug_action,DB02189
SMP02442,Phenylalanine metabolism,metabolic,DB02192
SMP02349,Phenylalanine metabolism,metabolic,DB02192
SMP00503,Hypophosphatasia,disease,DB02209
SMP02387,Vitamin B6,metabolic,DB02209
SMP00017,Vitamin B6 Metabolism,metabolic,DB02209
SMP63472,Vitamin B6 Metabolism ,metabolic,DB02209
SMP63592,Vitamin B6 Metabolism,metabolic,DB02209
SMP63684,Tyrosine Metabolism,metabolic,DB02232
SMP00218,Tyrosinemia Type I,disease,DB02232
SMP00429,Disulfiram Action Pathway,drug_action,DB02232
SMP00006,Tyrosine Metabolism,metabolic,DB02232
SMP00494,"Tyrosinemia, transient, of the newborn",disease,DB02232
SMP00169,Alkaptonuria,disease,DB02232
SMP00190,Hawkinsinuria,disease,DB02232
SMP00498,Dopamine beta-hydroxylase deficiency,disease,DB02232
SMP00533,Monoamine oxidase-a deficiency (MAO-A),disease,DB02232
SMP00958,starch and sucrose metabolism,metabolic,DB02237
SMP00340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,DB02238
SMP00570,"Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type",disease,DB02238
SMP00214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,DB02238
SMP00222,Glycine N-methyltransferase Deficiency,disease,DB02238
SMP00177,Cystathionine Beta-Synthase Deficiency,disease,DB02238
SMP02310,Methionine metabolism and salvage,metabolic,DB02238
SMP63637,Methionine Metabolism,metabolic,DB02238
SMP00033,Methionine Metabolism,metabolic,DB02238
SMP00221,Methionine Adenosyltransferase Deficiency,disease,DB02238
SMP00341,Hypermethioninemia,disease,DB02238
SMP02370,pyrimidine metabolism ,metabolic,DB02262
SMP00046,Pyrimidine Metabolism,metabolic,DB02262
SMP00202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,DB02262
SMP00959,pyrimidine metabolism,metabolic,DB02262
SMP63658,Pyrimidine Metabolism,metabolic,DB02262
SMP00172,Beta Ureidopropionase Deficiency,disease,DB02262
SMP00178,Dihydropyrimidinase Deficiency,disease,DB02262
SMP00219,UMP Synthase Deficiency (Orotic Aciduria),disease,DB02262
SMP00374,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,disease,DB02263
SMP00560,Phosphoenolpyruvate carboxykinase deficiency 1 (PEPCK1),disease,DB02263
SMP00563,Triosephosphate isomerase,disease,DB02263
SMP00725,"Fructose intolerance, hereditary",disease,DB02263
SMP00933,glycerol metabolism III (sn-glycero-3-phosphoethanolamine),metabolic,DB02263
SMP02312,Glycolysis I,metabolic,DB02263
SMP02356,Ethanol fermentation,metabolic,DB02263
SMP12089,Photosynthesis,metabolic,DB02263
SMP63472,Vitamin B6 Metabolism ,metabolic,DB02263
SMP63614,Fructose and Mannose Degradation,metabolic,DB02263
SMP00031,Pentose Phosphate Pathway,metabolic,DB02263
SMP00520,Transaldolase deficiency,disease,DB02263
SMP00562,"Fructose-1,6-diphosphatase deficiency",disease,DB02263
SMP00572,Fanconi-bickel syndrome,disease,DB02263
SMP00835,tryptophan metabolism,metabolic,DB02263
SMP00991,Secondary metabolites: isoprenoid biosynthesis (nonmevalonate pathway),metabolic,DB02263
SMP01930,tryptophan metabolism II,metabolic,DB02263
SMP02017,ketogluconate metabolism,metabolic,DB02263
SMP02345,xylitol degradation,metabolic,DB02263
SMP02406,Riboneogenesis,metabolic,DB02263
SMP12445,Fructose Metabolism,metabolic,DB02263
SMP00040,Glycolysis,metabolic,DB02263
SMP00518,Glucose-6-phosphate dehydrogenase deficiency,disease,DB02263
SMP00519,Ribose-5-phosphate isomerase deficiency,disease,DB02263
SMP00581,"Glycogenosis, Type IA. Von gierke disease",disease,DB02263
SMP00807,glycolysis and pyruvate dehydrogenase,metabolic,DB02263
SMP00854, hexuronide and hexuronate degradation,metabolic,DB02263
SMP00932,glycerol metabolism II,metabolic,DB02263
SMP00935,glycerol metabolism V (glycerophosphoserine),metabolic,DB02263
SMP00974,Secondary metabolites: methylerythritol phosphate and polyisoprenoid biosynthesis,metabolic,DB02263
SMP00342,Hereditary Coproporphyria (HCP),disease,DB02285
SMP00024,Porphyrin Metabolism,metabolic,DB02285
SMP00344,Acute Intermittent Porphyria,disease,DB02285
SMP00953,Porphyrin metabolism,metabolic,DB02285
SMP63655,Porphyrin Metabolism,metabolic,DB02285
SMP00345,Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,disease,DB02285
SMP00346,Porphyria Variegata (PV),disease,DB02285
SMP02363,Porphyrin Metabolism ,metabolic,DB02285
SMP00837,threonine biosynthesis,metabolic,DB02289
SMP02389,Leucine Degradation,metabolic,DB02296
SMP00906,Amino sugar and nucleotide sugar metabolism II,metabolic,DB02317
SMP00182,Galactosemia,disease,DB02317
SMP00495,Galactosemia II (GALK),disease,DB02317
SMP00444,Lactose Synthesis,metabolic,DB02317
SMP00579,Congenital disorder of glycosylation CDG-IId,disease,DB02317
SMP00903,galactose degradation/Leloir Pathway,metabolic,DB02317
SMP00580,GLUT-1 deficiency syndrome,disease,DB02317
SMP02331,Amino sugar and nucleotide sugar metabolism,metabolic,DB02317
SMP63634,Lactose Synthesis,metabolic,DB02317
SMP63645,Nucleotide Sugars Metabolism,metabolic,DB02317
SMP00010,Nucleotide Sugars Metabolism,metabolic,DB02317
SMP00043,Galactose Metabolism,metabolic,DB02317
SMP00496,Galactosemia III,disease,DB02317
SMP00840,Galactitol and galactonate degradation,metabolic,DB02317
SMP00841,galactose metabolism,metabolic,DB02317
SMP00914,Amino sugar and nucleotide sugar metabolism III,metabolic,DB02317
SMP00958,starch and sucrose metabolism,metabolic,DB02317
SMP02319,Leloir Pathway ,metabolic,DB02317
SMP12059,D-Galactose Degradation (Leloir pathway),metabolic,DB02317
SMP63625,Galactose Metabolism,metabolic,DB02317
SMP00029,Selenoamino Acid Metabolism,metabolic,DB02345
SMP02371,Selenocompound Metabolism,metabolic,DB02345
SMP63587,Selenoamino Acid Metabolism,metabolic,DB02345
SMP12014,Folate Biosynthesis,metabolic,DB02362
SMP12013,Pterin Biosynthesis (Folate Precursor),metabolic,DB02362
SMP00925,Folate Biosynthesis,metabolic,DB02362
SMP02334,tetrahydrofolate biosynthesis,metabolic,DB02362
SMP00365,Gout or Kelley-Seegmiller Syndrome,disease,DB02377
SMP00427,Azathioprine Action Pathway,drug_action,DB02377
SMP00513,Xanthinuria type II,disease,DB02377
SMP00050,Purine Metabolism,metabolic,DB02377
SMP00144,Adenosine Deaminase Deficiency,disease,DB02377
SMP00220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB02377
SMP00168,AICA-Ribosiduria,disease,DB02377
SMP00428,Mercaptopurine Action Pathway,drug_action,DB02377
SMP00430,Thioguanine Action Pathway,drug_action,DB02377
SMP00512,Xanthinuria type I,disease,DB02377
SMP00364,Lesch-Nyhan Syndrome (LNS),disease,DB02377
SMP00537,Myoadenylate deaminase deficiency,disease,DB02377
SMP02086,guanine and guanosine salvage,metabolic,DB02377
SMP02088,purine ribonucleosides degradation,metabolic,DB02377
SMP02138,Operon: cytosine transport inactivation I,signaling,DB02377
SMP00167,Adenylosuccinate Lyase Deficiency,disease,DB02377
SMP00203,Molybdenum Cofactor Deficiency,disease,DB02377
SMP00210,Purine Nucleoside Phosphorylase Deficiency,disease,DB02377
SMP00535,Adenine phosphoribosyltransferase deficiency (APRT),disease,DB02377
SMP00536,Mitochondrial DNA depletion syndrome,disease,DB02377
SMP01907,preQ0 metabolism,metabolic,DB02377
SMP02089,purine deoxyribonucleosides degradation,metabolic,DB02377
SMP63668,Purine Metabolism,metabolic,DB02377
SMP00491,Sepiapterin reductase deficiency,disease,DB02385
SMP00489,Hyperphenylalaninemia due to dhpr-deficiency,disease,DB02385
SMP00005,Pterine Biosynthesis,metabolic,DB02385
SMP00490,Segawa syndrome,disease,DB02385
SMP00486,Dopa-responsive dystonia,disease,DB02385
SMP00487,Hyperphenylalaniemia due to guanosine triphosphate cyclohydrolase deficiency,disease,DB02385
SMP00488,Hyperphenylalaninemia due to 6-pyruvoyltetrahydropterin synthase deficiency (ptps),disease,DB02385
SMP63657,Pterine Biosynthesis,metabolic,DB02385
SMP00045,Amino Sugar Metabolism,metabolic,DB02431
SMP00172,Beta Ureidopropionase Deficiency,disease,DB02431
SMP00178,Dihydropyrimidinase Deficiency,disease,DB02431
SMP00219,UMP Synthase Deficiency (Orotic Aciduria),disease,DB02431
SMP00390,Tay-Sachs Disease,disease,DB02431
SMP00711,Tobramycin Action Pathway,drug_action,DB02431
SMP00713,Arbekacin Action Pathway,drug_action,DB02431
SMP00727,Methacycline Action Pathway,drug_action,DB02431
SMP01045,phospholipid biosynthesis CL(14:0/15:0cyclo/14:0/17:0cycw7c),metabolic,DB02431
SMP01050,phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/19:0cycv8c)) 1440195714,metabolic,DB02431
SMP01054,phospholipid biosynthesis CL(14:0/16:0/19:0cycv8c/14:0),metabolic,DB02431
SMP01070,phospholipid biosynthesis CL(15:0cyclo/14:0/16:1(9Z)/16:1(9Z)),metabolic,DB02431
SMP01078,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/14:0/19:0cycv8c),metabolic,DB02431
SMP01079,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:0/16:1(9Z)),metabolic,DB02431
SMP01082,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:0/14:0),metabolic,DB02431
SMP01083,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:0/17:0cycw7c),metabolic,DB02431
SMP01092,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/17:0cycw7c/16:0),metabolic,DB02431
SMP01099,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/18:1(9Z)/16:1(9Z)),metabolic,DB02431
SMP01109,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/19:0cycv8c/19:0cycv8c),metabolic,DB02431
SMP01113,phospholipid biosynthesis CL(15:0cyclo/16:0/15:0cyclo/17:0cycw7c),metabolic,DB02431
SMP01118,phospholipid biosynthesis CL(15:0cyclo/16:0/16:0/16:1(9Z)),metabolic,DB02431
SMP01124,phospholipid biosynthesis CL(15:0cyclo/16:0/16:1(9Z)/16:1(9Z)),metabolic,DB02431
SMP01128,phospholipid biosynthesis CL(15:0cyclo/16:0/18:1(9Z)/16:0),metabolic,DB02431
SMP01129,phospholipid biosynthesis CL(15:0cyclo/16:0/18:1(9Z)/18:1(9Z)),metabolic,DB02431
SMP01133,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/14:0/15:0cyclo),metabolic,DB02431
SMP01136,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/15:0cyclo/16:1(9Z)),metabolic,DB02431
SMP01138,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/15:0cyclo/18:1(9Z)),metabolic,DB02431
SMP01142,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/16:1(9Z)/14:0),metabolic,DB02431
SMP01143,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/16:1(9Z)/15:0cyclo),metabolic,DB02431
SMP01152,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/18:1(9Z)/15:0cyclo),metabolic,DB02431
SMP00991,Secondary metabolites: isoprenoid biosynthesis (nonmevalonate pathway),metabolic,DB02496
SMP02055,Thiazole Biosynthesis I ,metabolic,DB02496
SMP00974,Secondary metabolites: methylerythritol phosphate and polyisoprenoid biosynthesis,metabolic,DB02496
SMP02387,Vitamin B6,metabolic,DB02496
SMP00039,Glycerolipid Metabolism,metabolic,DB02515
SMP01041,"phospholipid biosynthesis I (CL(18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z)) )",metabolic,DB02515
SMP01042,phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/19:0cycv8c)),metabolic,DB02515
SMP01046,phospholipid biosynthesis (CL(14:0/15:0cyclo/17:0cycw7c/14:0),metabolic,DB02515
SMP01048,phospholipid biosynthesis CL(14:0/16:0/14:0/16:0),metabolic,DB02515
SMP01051,phospholipid biosynthesis CL(14:0/16:0/14:0/19:0cycv8c),metabolic,DB02515
SMP01053,phospholipid biosynthesis CL(14:0/16:0/18:1(9Z)/14:0),metabolic,DB02515
SMP01057,phospholipid biosynthesis CL(14:0/16:1(9Z)/14:0/19:0cycv8c),metabolic,DB02515
SMP01058,phospholipid biosynthesis CL(14:0/16:1(9Z)/18:1(9Z)/14:0),metabolic,DB02515
SMP01065,phospholipid biosynthesis CL(14:0/18:1(9Z)/19:0cycv8c/14:0),metabolic,DB02515
SMP01066,phospholipid biosynthesis CL(14:0/19:0cycv8c/14:0/17:0cycw7c),metabolic,DB02515
SMP01071,phospholipid biosynthesis CL(15:0cyclo/14:0/17:0cycw7c/14:0),metabolic,DB02515
SMP01072,phospholipid biosynthesis CL(15:0cyclo/14:0/17:0cycw7c/17:0cycw7c),metabolic,DB02515
SMP01076,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/14:0/16:1(9Z)),metabolic,DB02515
SMP01085,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:0/18:1(9Z)),metabolic,DB02515
SMP01091,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:1(9Z)/19:0cycv8c),metabolic,DB02515
SMP01098,phospholipid biosynthesis  CL(15:0cyclo/15:0cyclo/18:1(9Z)/15:0cyclo),metabolic,DB02515
SMP01102,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/18:1(9Z)/19:0cycv8c),metabolic,DB02515
SMP01103,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/19:0cycv8c/14:0),metabolic,DB02515
SMP01105,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/19:0cycv8c/16:0),metabolic,DB02515
SMP01120,phospholipid biosynthesis CL(15:0cyclo/16:0/16:0/18:1(9Z)),metabolic,DB02515
SMP01130,phospholipid biosynthesis (CL(15:0cyclo/16:0/19:0cycv8c/15:0cyclo)),metabolic,DB02515
SMP01131,phospholipid biosynthesis CL(15:0cyclo/16:0/19:0cycv8c/16:0),metabolic,DB02515
SMP01132,phospholipid biosynthesis CL(15:0cyclo/16:0/19:0cycv8c/19:0cycv8c),metabolic,DB02515
SMP01137,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/15:0cyclo/17:0cycw7c),metabolic,DB02515
SMP01140,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/16:0/16:0),metabolic,DB02515
SMP01141,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/16:0/16:1(9Z)),metabolic,DB02515
SMP01151,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/17:0cycw7c/17:0cycw7c),metabolic,DB02515
SMP01155,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/19:0cycv8c/15:0cyclo),metabolic,DB02515
SMP01169,phospholipid biosynthesis CL(15:0cyclo/17:0cycw7c/17:0cycw7c/17:0cycw7c),metabolic,DB02515
SMP00168,AICA-Ribosiduria,disease,DB02527
SMP00338,Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin,signaling,DB02527
SMP00428,Mercaptopurine Action Pathway,drug_action,DB02527
SMP00430,Thioguanine Action Pathway,drug_action,DB02527
SMP00512,Xanthinuria type I,disease,DB02527
SMP02249,Operon: maltodextrins and maltose transport II,signaling,DB02527
SMP02274,Operon: glucuronate pathway,signaling,DB02527
SMP00167,Adenylosuccinate Lyase Deficiency,disease,DB02527
SMP00203,Molybdenum Cofactor Deficiency,disease,DB02527
SMP00210,Purine Nucleoside Phosphorylase Deficiency,disease,DB02527
SMP00309,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin,signaling,DB02527
SMP00321,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine,signaling,DB02527
SMP00333,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone,signaling,DB02527
SMP00535,Adenine phosphoribosyltransferase deficiency (APRT),disease,DB02527
SMP00536,Mitochondrial DNA depletion syndrome,disease,DB02527
SMP02193,Operon: mannose uptake II,signaling,DB02527
SMP63668,Purine Metabolism,metabolic,DB02527
SMP63759,Lysophosphatidic Acid LPA6 Signalling,signaling,DB02527
SMP00310,Corticotropin Activation of Cortisol Production,signaling,DB02527
SMP00311,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin,signaling,DB02527
SMP00320,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine,signaling,DB02527
SMP00365,Gout or Kelley-Seegmiller Syndrome,disease,DB02527
SMP00427,Azathioprine Action Pathway,drug_action,DB02527
SMP00513,Xanthinuria type II,disease,DB02527
SMP00971,Lac Operon ,signaling,DB02527
SMP00972,Lac Operon Inactivation 2,signaling,DB02527
SMP02214,Operon: glycine cleavage system,signaling,DB02527
SMP02251,Operon: maltodextrins and maltose transport IV,signaling,DB02527
SMP02283,Operon: nucleotide and deoxyribonucleotide catabolism III,signaling,DB02527
SMP63753,Lysophosphatidic Acid LPA2 Signalling,signaling,DB02527
SMP00813,ornithine metabolism,metabolic,DB02530
SMP02080,4-aminobutanoate degradation I,metabolic,DB02530
SMP63590,Glutamate Metabolism,metabolic,DB02530
SMP00136,2-Hydroxyglutric Aciduria (D And L Form),disease,DB02530
SMP00243,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,disease,DB02530
SMP00339,Hyperinsulinism-Hyperammonemia Syndrome,disease,DB02530
SMP00567,Succinic semialdehyde dehydrogenase deficiency,disease,DB02530
SMP00812,arginine metabolism,metabolic,DB02530
SMP02427,Glutamic acid metabolism,metabolic,DB02530
SMP12467,Butanoate Metabolism,metabolic,DB02530
SMP00072,Glutamate Metabolism,metabolic,DB02530
SMP00385,Homocarnosinosis,disease,DB02530
SMP02067,Putrescine Degradation II,metabolic,DB02530
SMP02308,4-aminobutanoate degradation ,metabolic,DB02530
SMP00095,Alendronate Action Pathway,drug_action,DB02552
SMP00107,Zoledronate Action Pathway,drug_action,DB02552
SMP00511,Wolman disease,disease,DB02552
SMP02384,Terpenoid backbone biosynthesis,metabolic,DB02552
SMP02436,Cholesterol biosynthesis and metabolism CE(10:0),metabolic,DB02552
SMP00092,Rosuvastatin Action Pathway,drug_action,DB02552
SMP00119,Fluvastatin Action Pathway,drug_action,DB02552
SMP00387,CHILD Syndrome,disease,DB02552
SMP00509,Hyper-IgD syndrome,disease,DB02552
SMP12042,Epoxysqualene Biosynthesis,metabolic,DB02552
SMP12049,Farnesene Biosynthesis,metabolic,DB02552
SMP00089,Pravastatin Action Pathway,drug_action,DB02552
SMP00112,Risedronate Action Pathway,drug_action,DB02552
SMP00209,Hypercholesterolemia,disease,DB02552
SMP00974,Secondary metabolites: methylerythritol phosphate and polyisoprenoid biosynthesis,metabolic,DB02552
SMP02381,Steroid Biosynthesis ,metabolic,DB02552
SMP14204,Monoterpenoid Biosynthesis,metabolic,DB02552
SMP00111,Cerivastatin Action Pathway,drug_action,DB02552
SMP00117,Pamidronate Action Pathway,drug_action,DB02552
SMP00131,Atorvastatin Action Pathway,drug_action,DB02552
SMP00508,Cholesteryl ester storage disease,disease,DB02552
SMP00510,Mevalonic aciduria,disease,DB02552
SMP02440,Cholesterol biosynthesis and metabolism CE(16:0),metabolic,DB02552
SMP63670,Steroid Biosynthesis,metabolic,DB02552
SMP00023,Steroid Biosynthesis,metabolic,DB02552
SMP00079,Ibandronate Action Pathway,drug_action,DB02552
SMP00082,Simvastatin Action Pathway,drug_action,DB02552
SMP00099,Lovastatin Action Pathway,drug_action,DB02552
SMP00319,Lysosomal Acid Lipase Deficiency (Wolman Disease),disease,DB02552
SMP00386,Desmosterolosis,disease,DB02552
SMP02434,Lysine Metabolism,metabolic,DB02571
SMP02032,glutathione metabolism III,metabolic,DB02576
SMP00068,Androgen and Estrogen Metabolism,metabolic,DB02577
SMP00089,Pravastatin Action Pathway,drug_action,DB02577
SMP00112,Risedronate Action Pathway,drug_action,DB02577
SMP00168,AICA-Ribosiduria,disease,DB02577
SMP00207,Prolidase Deficiency (PD),disease,DB02577
SMP00209,Hypercholesterolemia,disease,DB02577
SMP00314,Congenital Bile Acid Synthesis Defect Type II,disease,DB02577
SMP00316,Zellweger Syndrome,disease,DB02577
SMP00318,Congenital Bile Acid Synthesis Defect Type III,disease,DB02577
SMP00327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,DB02577
SMP00405,Codeine Action Pathway,drug_action,DB02577
SMP00422,Imipramine Action Pathway,drug_action,DB02577
SMP00428,Mercaptopurine Action Pathway,drug_action,DB02577
SMP00430,Thioguanine Action Pathway,drug_action,DB02577
SMP00471,Tamoxifen Action Pathway,drug_action,DB02577
SMP00512,Xanthinuria type I,disease,DB02577
SMP00576,21-hydroxylase deficiency (CYP21),disease,DB02577
SMP00605,Ifosfamide Metabolism Pathway,drug_metabolism,DB02577
