drugbank-id,name,parent_key
DB04160,Pyrophosphoric acid,SMP00914
DB00114,Pyridoxal Phosphate,SMP00958
DB00171,ATP,SMP00958
DB01378,Magnesium,SMP00958
DB01774,Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester,SMP00958
DB01861,Uridine diphosphate glucose,SMP00958
DB02237,Maltotetraose,SMP00958
DB02317,Alpha-D-Galactose-1-Phosphate,SMP00958
DB03277,alpha-maltotriose,SMP00958
DB03323,Maltose,SMP00958
DB03435,Uridine-5'-Diphosphate,SMP00958
DB04160,Pyrophosphoric acid,SMP00958
DB00157,NADH,SMP02328
DB00171,ATP,SMP02328
DB01775,Dihydroxyacetone,SMP02328
DB02515,3-Phosphoglycerol,SMP02328
DB00118,Ademetionine,SMP02307
DB00127,Spermine,SMP02307
DB00129,Ornithine,SMP02307
DB00131,Adenosine monophosphate,SMP02307
DB00134,Methionine,SMP02307
DB00151,L-Cysteine,SMP02307
DB00171,ATP,SMP02307
DB01783,Pantothenic acid,SMP02307
DB01917,Putrescine,SMP02307
DB02431,Cytidine-5'-Triphosphate,SMP02307
DB03107,Beta-Alanine,SMP02307
DB03566,Spermidine,SMP02307
DB04160,Pyrophosphoric acid,SMP02307
DB00114,Pyridoxal Phosphate,SMP00493
DB00117,Histidine,SMP00493
DB00128,L-Aspartic Acid,SMP00493
DB00142,Glutamic Acid,SMP00493
DB00157,NADH,SMP00493
DB01373,Calcium,SMP00493
DB01593,Zinc,SMP00493
DB01783,Pantothenic acid,SMP00493
DB01849,"3,4-Dihydrouracil",SMP00493
DB03107,Beta-Alanine,SMP00493
DB03147,Flavin adenine dinucleotide,SMP00493
DB03247,Flavin mononucleotide,SMP00493
DB03419,Uracil,SMP00493
DB00116,Tetrahydrofolic acid,SMP00848
DB00128,L-Aspartic Acid,SMP00848
DB00131,Adenosine monophosphate,SMP00848
DB00151,L-Cysteine,SMP00848
DB00171,ATP,SMP00848
DB00173,Adenine,SMP00848
DB01783,Pantothenic acid,SMP00848
DB02431,Cytidine-5'-Triphosphate,SMP00848
DB03107,Beta-Alanine,SMP00848
DB04074,Alpha-ketoisovalerate,SMP00848
DB04160,Pyrophosphoric acid,SMP00848
DB00114,Pyridoxal Phosphate,SMP00007
DB00117,Histidine,SMP00007
DB00128,L-Aspartic Acid,SMP00007
DB00142,Glutamic Acid,SMP00007
DB00157,NADH,SMP00007
DB01373,Calcium,SMP00007
DB01593,Zinc,SMP00007
DB01783,Pantothenic acid,SMP00007
DB01849,"3,4-Dihydrouracil",SMP00007
DB03107,Beta-Alanine,SMP00007
DB03147,Flavin adenine dinucleotide,SMP00007
DB03247,Flavin mononucleotide,SMP00007
DB03419,Uracil,SMP00007
DB00131,Adenosine monophosphate,SMP00027
DB00151,L-Cysteine,SMP00027
DB00171,ATP,SMP00027
DB00847,Cysteamine,SMP00027
DB01373,Calcium,SMP00027
DB01783,Pantothenic acid,SMP00027
DB02431,Cytidine-5'-Triphosphate,SMP00027
DB03247,Flavin mononucleotide,SMP00027
DB04160,Pyrophosphoric acid,SMP00027
DB00128,L-Aspartic Acid,SMP00915
DB00131,Adenosine monophosphate,SMP00915
DB00171,ATP,SMP00915
DB01783,Pantothenic acid,SMP00915
DB03107,Beta-Alanine,SMP00915
DB04160,Pyrophosphoric acid,SMP00915
DB00116,Tetrahydrofolic acid,SMP02364
DB00131,Adenosine monophosphate,SMP02364
DB00151,L-Cysteine,SMP02364
DB00171,ATP,SMP02364
DB00173,Adenine,SMP02364
DB01783,Pantothenic acid,SMP02364
DB02431,Cytidine-5'-Triphosphate,SMP02364
DB03107,Beta-Alanine,SMP02364
DB04074,Alpha-ketoisovalerate,SMP02364
DB04160,Pyrophosphoric acid,SMP02364
DB00114,Pyridoxal Phosphate,SMP00351
DB00117,Histidine,SMP00351
DB00128,L-Aspartic Acid,SMP00351
DB00142,Glutamic Acid,SMP00351
DB00157,NADH,SMP00351
DB01373,Calcium,SMP00351
DB01593,Zinc,SMP00351
DB01783,Pantothenic acid,SMP00351
DB01849,"3,4-Dihydrouracil",SMP00351
DB03107,Beta-Alanine,SMP00351
DB03147,Flavin adenine dinucleotide,SMP00351
DB03247,Flavin mononucleotide,SMP00351
DB03419,Uracil,SMP00351
DB00114,Pyridoxal Phosphate,SMP00492
DB00117,Histidine,SMP00492
DB00128,L-Aspartic Acid,SMP00492
DB00142,Glutamic Acid,SMP00492
DB00157,NADH,SMP00492
DB01373,Calcium,SMP00492
DB01593,Zinc,SMP00492
DB01783,Pantothenic acid,SMP00492
DB01849,"3,4-Dihydrouracil",SMP00492
DB03107,Beta-Alanine,SMP00492
DB03147,Flavin adenine dinucleotide,SMP00492
DB03247,Flavin mononucleotide,SMP00492
DB03419,Uracil,SMP00492
DB00114,Pyridoxal Phosphate,SMP63599
DB00117,Histidine,SMP63599
DB00128,L-Aspartic Acid,SMP63599
DB00142,Glutamic Acid,SMP63599
DB00157,NADH,SMP63599
DB01373,Calcium,SMP63599
DB01593,Zinc,SMP63599
DB01783,Pantothenic acid,SMP63599
DB01849,"3,4-Dihydrouracil",SMP63599
DB03107,Beta-Alanine,SMP63599
DB03147,Flavin adenine dinucleotide,SMP63599
DB03247,Flavin mononucleotide,SMP63599
DB03419,Uracil,SMP63599
DB00131,Adenosine monophosphate,SMP63647
DB00151,L-Cysteine,SMP63647
DB00171,ATP,SMP63647
DB00847,Cysteamine,SMP63647
DB01373,Calcium,SMP63647
DB01783,Pantothenic acid,SMP63647
DB02431,Cytidine-5'-Triphosphate,SMP63647
DB03247,Flavin mononucleotide,SMP63647
DB04160,Pyrophosphoric acid,SMP63647
DB00169,Cholecalciferol,SMP00095
DB00171,ATP,SMP00095
DB00630,Alendronic acid,SMP00095
DB01378,Magnesium,SMP00095
DB01592,Iron,SMP00095
DB01785,Dimethylallyl Diphosphate,SMP00095
DB01942,Formic Acid,SMP00095
DB02552,Geranyl Diphosphate,SMP00095
DB02577,Mesoheme,SMP00095
DB03147,Flavin adenine dinucleotide,SMP00095
DB03796,Palmitic Acid,SMP00095
DB04160,Pyrophosphoric acid,SMP00095
DB04540,Cholesterol,SMP00095
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00095
DB07780,FARNESYL DIPHOSPHATE,SMP00095
DB00169,Cholecalciferol,SMP00107
DB00171,ATP,SMP00107
DB00399,Zoledronic acid,SMP00107
DB01378,Magnesium,SMP00107
DB01592,Iron,SMP00107
DB01785,Dimethylallyl Diphosphate,SMP00107
DB01942,Formic Acid,SMP00107
DB02552,Geranyl Diphosphate,SMP00107
DB02577,Mesoheme,SMP00107
DB03147,Flavin adenine dinucleotide,SMP00107
DB03796,Palmitic Acid,SMP00107
DB04160,Pyrophosphoric acid,SMP00107
DB04540,Cholesterol,SMP00107
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00107
DB07780,FARNESYL DIPHOSPHATE,SMP00107
DB00169,Cholecalciferol,SMP00511
DB00171,ATP,SMP00511
DB01378,Magnesium,SMP00511
DB01592,Iron,SMP00511
DB01785,Dimethylallyl Diphosphate,SMP00511
DB01942,Formic Acid,SMP00511
DB02552,Geranyl Diphosphate,SMP00511
DB02577,Mesoheme,SMP00511
DB03147,Flavin adenine dinucleotide,SMP00511
DB03796,Palmitic Acid,SMP00511
DB04160,Pyrophosphoric acid,SMP00511
DB04540,Cholesterol,SMP00511
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00511
DB07780,FARNESYL DIPHOSPHATE,SMP00511
DB00171,ATP,SMP02384
DB01378,Magnesium,SMP02384
DB01785,Dimethylallyl Diphosphate,SMP02384
DB02552,Geranyl Diphosphate,SMP02384
DB04160,Pyrophosphoric acid,SMP02384
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP02384
DB07780,FARNESYL DIPHOSPHATE,SMP02384
DB00118,Ademetionine,SMP02436
DB00171,ATP,SMP02436
DB01785,Dimethylallyl Diphosphate,SMP02436
DB01942,Formic Acid,SMP02436
DB02552,Geranyl Diphosphate,SMP02436
DB04038,Ergosterol,SMP02436
DB04160,Pyrophosphoric acid,SMP02436
DB04540,Cholesterol,SMP02436
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP02436
DB07780,FARNESYL DIPHOSPHATE,SMP02436
DB00169,Cholecalciferol,SMP00089
DB00171,ATP,SMP00089
DB00175,Pravastatin,SMP00089
DB01378,Magnesium,SMP00089
DB01592,Iron,SMP00089
DB01785,Dimethylallyl Diphosphate,SMP00089
DB01942,Formic Acid,SMP00089
DB02552,Geranyl Diphosphate,SMP00089
DB02577,Mesoheme,SMP00089
DB03147,Flavin adenine dinucleotide,SMP00089
DB03796,Palmitic Acid,SMP00089
DB04160,Pyrophosphoric acid,SMP00089
DB04540,Cholesterol,SMP00089
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00089
DB07780,FARNESYL DIPHOSPHATE,SMP00089
DB00169,Cholecalciferol,SMP00112
DB00171,ATP,SMP00112
DB00884,Risedronate,SMP00112
DB01378,Magnesium,SMP00112
DB01592,Iron,SMP00112
DB01785,Dimethylallyl Diphosphate,SMP00112
DB01942,Formic Acid,SMP00112
DB02552,Geranyl Diphosphate,SMP00112
DB02577,Mesoheme,SMP00112
DB03147,Flavin adenine dinucleotide,SMP00112
DB03796,Palmitic Acid,SMP00112
DB04160,Pyrophosphoric acid,SMP00112
DB04540,Cholesterol,SMP00112
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00112
DB07780,FARNESYL DIPHOSPHATE,SMP00112
DB00169,Cholecalciferol,SMP00209
DB00171,ATP,SMP00209
DB01378,Magnesium,SMP00209
DB01592,Iron,SMP00209
DB01785,Dimethylallyl Diphosphate,SMP00209
DB01942,Formic Acid,SMP00209
DB02552,Geranyl Diphosphate,SMP00209
DB02577,Mesoheme,SMP00209
DB03147,Flavin adenine dinucleotide,SMP00209
DB03796,Palmitic Acid,SMP00209
DB04160,Pyrophosphoric acid,SMP00209
DB04540,Cholesterol,SMP00209
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00209
DB07780,FARNESYL DIPHOSPHATE,SMP00209
DB00157,NADH,SMP00974
DB00171,ATP,SMP00974
DB01378,Magnesium,SMP00974
DB01593,Zinc,SMP00974
DB01785,Dimethylallyl Diphosphate,SMP00974
DB02263,Glyceraldehyde-3-Phosphate,SMP00974
DB02431,Cytidine-5'-Triphosphate,SMP00974
DB02496,1-Deoxy-D-xylulose 5-phosphate,SMP00974
DB02552,Geranyl Diphosphate,SMP00974
DB03147,Flavin adenine dinucleotide,SMP00974
DB04160,Pyrophosphoric acid,SMP00974
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00974
DB07780,FARNESYL DIPHOSPHATE,SMP00974
DB00118,Ademetionine,SMP02381
DB00171,ATP,SMP02381
DB01378,Magnesium,SMP02381
DB01785,Dimethylallyl Diphosphate,SMP02381
DB01942,Formic Acid,SMP02381
DB02552,Geranyl Diphosphate,SMP02381
DB02577,Mesoheme,SMP02381
DB03147,Flavin adenine dinucleotide,SMP02381
DB04038,Ergosterol,SMP02381
DB04160,Pyrophosphoric acid,SMP02381
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP02381
DB07780,FARNESYL DIPHOSPHATE,SMP02381
DB00169,Cholecalciferol,SMP00092
DB00171,ATP,SMP00092
DB01098,Rosuvastatin,SMP00092
DB01378,Magnesium,SMP00092
DB01592,Iron,SMP00092
DB01785,Dimethylallyl Diphosphate,SMP00092
DB01942,Formic Acid,SMP00092
DB02552,Geranyl Diphosphate,SMP00092
DB02577,Mesoheme,SMP00092
DB03147,Flavin adenine dinucleotide,SMP00092
DB03796,Palmitic Acid,SMP00092
DB04160,Pyrophosphoric acid,SMP00092
DB04540,Cholesterol,SMP00092
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00092
DB07780,FARNESYL DIPHOSPHATE,SMP00092
DB00169,Cholecalciferol,SMP00119
DB00171,ATP,SMP00119
DB01095,Fluvastatin,SMP00119
DB01378,Magnesium,SMP00119
DB01592,Iron,SMP00119
DB01785,Dimethylallyl Diphosphate,SMP00119
DB01942,Formic Acid,SMP00119
DB02552,Geranyl Diphosphate,SMP00119
DB02577,Mesoheme,SMP00119
DB03147,Flavin adenine dinucleotide,SMP00119
DB03796,Palmitic Acid,SMP00119
DB04160,Pyrophosphoric acid,SMP00119
DB04540,Cholesterol,SMP00119
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00119
DB07780,FARNESYL DIPHOSPHATE,SMP00119
DB00169,Cholecalciferol,SMP00387
DB00171,ATP,SMP00387
DB01378,Magnesium,SMP00387
DB01592,Iron,SMP00387
DB01785,Dimethylallyl Diphosphate,SMP00387
DB01942,Formic Acid,SMP00387
DB02552,Geranyl Diphosphate,SMP00387
DB02577,Mesoheme,SMP00387
DB03147,Flavin adenine dinucleotide,SMP00387
DB03796,Palmitic Acid,SMP00387
DB04160,Pyrophosphoric acid,SMP00387
DB04540,Cholesterol,SMP00387
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00387
DB07780,FARNESYL DIPHOSPHATE,SMP00387
DB00169,Cholecalciferol,SMP00509
DB00171,ATP,SMP00509
DB01378,Magnesium,SMP00509
DB01592,Iron,SMP00509
DB01785,Dimethylallyl Diphosphate,SMP00509
DB01942,Formic Acid,SMP00509
DB02552,Geranyl Diphosphate,SMP00509
DB02577,Mesoheme,SMP00509
DB03147,Flavin adenine dinucleotide,SMP00509
DB03796,Palmitic Acid,SMP00509
DB04160,Pyrophosphoric acid,SMP00509
DB04540,Cholesterol,SMP00509
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00509
DB07780,FARNESYL DIPHOSPHATE,SMP00509
DB00157,NADH,SMP00991
DB00171,ATP,SMP00991
DB01378,Magnesium,SMP00991
DB01593,Zinc,SMP00991
DB01785,Dimethylallyl Diphosphate,SMP00991
DB02263,Glyceraldehyde-3-Phosphate,SMP00991
DB02431,Cytidine-5'-Triphosphate,SMP00991
DB02496,1-Deoxy-D-xylulose 5-phosphate,SMP00991
DB03147,Flavin adenine dinucleotide,SMP00991
DB04160,Pyrophosphoric acid,SMP00991
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00991
DB00157,NADH,SMP12042
DB01378,Magnesium,SMP12042
DB01785,Dimethylallyl Diphosphate,SMP12042
DB02552,Geranyl Diphosphate,SMP12042
DB03147,Flavin adenine dinucleotide,SMP12042
DB03247,Flavin mononucleotide,SMP12042
DB04160,Pyrophosphoric acid,SMP12042
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP12042
DB07780,FARNESYL DIPHOSPHATE,SMP12042
DB00157,NADH,SMP12049
DB01378,Magnesium,SMP12049
DB01785,Dimethylallyl Diphosphate,SMP12049
DB02552,Geranyl Diphosphate,SMP12049
DB03247,Flavin mononucleotide,SMP12049
DB04160,Pyrophosphoric acid,SMP12049
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP12049
DB07780,FARNESYL DIPHOSPHATE,SMP12049
DB00169,Cholecalciferol,SMP00111
DB00171,ATP,SMP00111
DB00439,Cerivastatin,SMP00111
DB01378,Magnesium,SMP00111
DB01592,Iron,SMP00111
DB01785,Dimethylallyl Diphosphate,SMP00111
DB01942,Formic Acid,SMP00111
DB02552,Geranyl Diphosphate,SMP00111
DB02577,Mesoheme,SMP00111
DB03147,Flavin adenine dinucleotide,SMP00111
DB03796,Palmitic Acid,SMP00111
DB04160,Pyrophosphoric acid,SMP00111
DB04540,Cholesterol,SMP00111
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00111
DB07780,FARNESYL DIPHOSPHATE,SMP00111
DB00169,Cholecalciferol,SMP00117
DB00171,ATP,SMP00117
DB00282,Pamidronate,SMP00117
DB01378,Magnesium,SMP00117
DB01592,Iron,SMP00117
DB01785,Dimethylallyl Diphosphate,SMP00117
DB01942,Formic Acid,SMP00117
DB02552,Geranyl Diphosphate,SMP00117
DB02577,Mesoheme,SMP00117
DB03147,Flavin adenine dinucleotide,SMP00117
DB03796,Palmitic Acid,SMP00117
DB04160,Pyrophosphoric acid,SMP00117
DB04540,Cholesterol,SMP00117
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00117
DB07780,FARNESYL DIPHOSPHATE,SMP00117
DB00169,Cholecalciferol,SMP00131
DB00171,ATP,SMP00131
DB01378,Magnesium,SMP00131
DB01592,Iron,SMP00131
DB01785,Dimethylallyl Diphosphate,SMP00131
DB01942,Formic Acid,SMP00131
DB02552,Geranyl Diphosphate,SMP00131
DB02577,Mesoheme,SMP00131
DB03147,Flavin adenine dinucleotide,SMP00131
DB03796,Palmitic Acid,SMP00131
DB04160,Pyrophosphoric acid,SMP00131
DB04540,Cholesterol,SMP00131
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00131
DB07780,FARNESYL DIPHOSPHATE,SMP00131
DB00169,Cholecalciferol,SMP00508
DB00171,ATP,SMP00508
DB01378,Magnesium,SMP00508
DB01592,Iron,SMP00508
DB01785,Dimethylallyl Diphosphate,SMP00508
DB01942,Formic Acid,SMP00508
DB02552,Geranyl Diphosphate,SMP00508
DB02577,Mesoheme,SMP00508
DB03147,Flavin adenine dinucleotide,SMP00508
DB03796,Palmitic Acid,SMP00508
DB04160,Pyrophosphoric acid,SMP00508
DB04540,Cholesterol,SMP00508
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00508
DB07780,FARNESYL DIPHOSPHATE,SMP00508
DB00169,Cholecalciferol,SMP00510
DB00171,ATP,SMP00510
DB01378,Magnesium,SMP00510
DB01592,Iron,SMP00510
DB01785,Dimethylallyl Diphosphate,SMP00510
DB01942,Formic Acid,SMP00510
DB02552,Geranyl Diphosphate,SMP00510
DB02577,Mesoheme,SMP00510
DB03147,Flavin adenine dinucleotide,SMP00510
DB03796,Palmitic Acid,SMP00510
DB04160,Pyrophosphoric acid,SMP00510
DB04540,Cholesterol,SMP00510
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00510
DB07780,FARNESYL DIPHOSPHATE,SMP00510
DB00118,Ademetionine,SMP02440
DB00171,ATP,SMP02440
DB01785,Dimethylallyl Diphosphate,SMP02440
DB01942,Formic Acid,SMP02440
DB02552,Geranyl Diphosphate,SMP02440
DB03796,Palmitic Acid,SMP02440
DB04038,Ergosterol,SMP02440
DB04160,Pyrophosphoric acid,SMP02440
DB04540,Cholesterol,SMP02440
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP02440
DB07780,FARNESYL DIPHOSPHATE,SMP02440
DB00169,Cholecalciferol,SMP63670
DB00171,ATP,SMP63670
DB01378,Magnesium,SMP63670
DB01592,Iron,SMP63670
DB01785,Dimethylallyl Diphosphate,SMP63670
DB01942,Formic Acid,SMP63670
DB02552,Geranyl Diphosphate,SMP63670
DB02577,Mesoheme,SMP63670
DB03147,Flavin adenine dinucleotide,SMP63670
DB03796,Palmitic Acid,SMP63670
DB04160,Pyrophosphoric acid,SMP63670
DB04540,Cholesterol,SMP63670
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP63670
DB07780,FARNESYL DIPHOSPHATE,SMP63670
DB00169,Cholecalciferol,SMP00023
DB00171,ATP,SMP00023
DB01378,Magnesium,SMP00023
DB01592,Iron,SMP00023
DB01785,Dimethylallyl Diphosphate,SMP00023
DB01942,Formic Acid,SMP00023
DB02552,Geranyl Diphosphate,SMP00023
DB02577,Mesoheme,SMP00023
DB03147,Flavin adenine dinucleotide,SMP00023
DB03796,Palmitic Acid,SMP00023
DB04160,Pyrophosphoric acid,SMP00023
DB04540,Cholesterol,SMP00023
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00023
DB07780,FARNESYL DIPHOSPHATE,SMP00023
DB00169,Cholecalciferol,SMP00079
DB00171,ATP,SMP00079
DB00710,Ibandronate,SMP00079
DB01378,Magnesium,SMP00079
DB01592,Iron,SMP00079
DB01785,Dimethylallyl Diphosphate,SMP00079
DB01942,Formic Acid,SMP00079
DB02552,Geranyl Diphosphate,SMP00079
DB02577,Mesoheme,SMP00079
DB03147,Flavin adenine dinucleotide,SMP00079
DB03796,Palmitic Acid,SMP00079
DB04160,Pyrophosphoric acid,SMP00079
DB04540,Cholesterol,SMP00079
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00079
DB07780,FARNESYL DIPHOSPHATE,SMP00079
DB00169,Cholecalciferol,SMP00082
DB00171,ATP,SMP00082
DB00641,Simvastatin,SMP00082
DB01378,Magnesium,SMP00082
DB01592,Iron,SMP00082
DB01785,Dimethylallyl Diphosphate,SMP00082
DB01942,Formic Acid,SMP00082
DB02552,Geranyl Diphosphate,SMP00082
DB02577,Mesoheme,SMP00082
DB03147,Flavin adenine dinucleotide,SMP00082
DB03796,Palmitic Acid,SMP00082
DB04160,Pyrophosphoric acid,SMP00082
DB04540,Cholesterol,SMP00082
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00082
DB07780,FARNESYL DIPHOSPHATE,SMP00082
DB00169,Cholecalciferol,SMP00099
DB00171,ATP,SMP00099
DB00227,Lovastatin,SMP00099
DB01378,Magnesium,SMP00099
DB01592,Iron,SMP00099
DB01785,Dimethylallyl Diphosphate,SMP00099
DB01942,Formic Acid,SMP00099
DB02552,Geranyl Diphosphate,SMP00099
DB02577,Mesoheme,SMP00099
DB03147,Flavin adenine dinucleotide,SMP00099
DB03796,Palmitic Acid,SMP00099
DB04160,Pyrophosphoric acid,SMP00099
DB04540,Cholesterol,SMP00099
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00099
DB07780,FARNESYL DIPHOSPHATE,SMP00099
DB00169,Cholecalciferol,SMP00319
DB00171,ATP,SMP00319
DB01378,Magnesium,SMP00319
DB01592,Iron,SMP00319
DB01785,Dimethylallyl Diphosphate,SMP00319
DB01942,Formic Acid,SMP00319
DB02552,Geranyl Diphosphate,SMP00319
DB02577,Mesoheme,SMP00319
DB03147,Flavin adenine dinucleotide,SMP00319
DB03796,Palmitic Acid,SMP00319
DB04160,Pyrophosphoric acid,SMP00319
DB04540,Cholesterol,SMP00319
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00319
DB07780,FARNESYL DIPHOSPHATE,SMP00319
DB00169,Cholecalciferol,SMP00386
DB00171,ATP,SMP00386
DB01378,Magnesium,SMP00386
DB01592,Iron,SMP00386
DB01785,Dimethylallyl Diphosphate,SMP00386
DB01942,Formic Acid,SMP00386
DB02552,Geranyl Diphosphate,SMP00386
DB02577,Mesoheme,SMP00386
DB03147,Flavin adenine dinucleotide,SMP00386
DB03796,Palmitic Acid,SMP00386
DB04160,Pyrophosphoric acid,SMP00386
DB04540,Cholesterol,SMP00386
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP00386
DB07780,FARNESYL DIPHOSPHATE,SMP00386
DB00128,L-Aspartic Acid,SMP00849
DB00130,L-Glutamine,SMP00849
DB00131,Adenosine monophosphate,SMP00849
DB00142,Glutamic Acid,SMP00849
DB00171,ATP,SMP00849
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP00849
DB01796,Quinolinic Acid,SMP00849
DB04160,Pyrophosphoric acid,SMP00849
DB04326,Dihydroxyacetone phosphate,SMP00849
DB00114,Pyridoxal Phosphate,SMP63693
DB00118,Ademetionine,SMP63693
DB00142,Glutamic Acid,SMP63693
DB00150,L-Tryptophan,SMP63693
DB00157,NADH,SMP63693
DB00160,L-Alanine,SMP63693
DB00171,ATP,SMP63693
DB00360,Sapropterin,SMP63693
DB01065,Melatonin,SMP63693
DB01592,Iron,SMP63693
DB01796,Quinolinic Acid,SMP63693
DB01942,Formic Acid,SMP63693
DB02070,L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid,SMP63693
DB02577,Mesoheme,SMP63693
DB02959,Oxitriptan,SMP63693
DB03147,Flavin adenine dinucleotide,SMP63693
DB03644,3-Hydroxyanthranilic Acid,SMP63693
DB04160,Pyrophosphoric acid,SMP63693
DB04275,N-Acetyl Serotonin,SMP63693
DB07950,1H-INDOL-3-YLACETIC ACID,SMP63693
DB08653,2-(1H-INDOL-3-YL)ETHANAMINE,SMP63693
DB00114,Pyridoxal Phosphate,SMP00063
DB00118,Ademetionine,SMP00063
DB00142,Glutamic Acid,SMP00063
DB00150,L-Tryptophan,SMP00063
DB00157,NADH,SMP00063
DB00160,L-Alanine,SMP00063
DB00171,ATP,SMP00063
DB00360,Sapropterin,SMP00063
DB01065,Melatonin,SMP00063
DB01592,Iron,SMP00063
DB01796,Quinolinic Acid,SMP00063
DB01942,Formic Acid,SMP00063
DB02070,L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid,SMP00063
DB02577,Mesoheme,SMP00063
DB02959,Oxitriptan,SMP00063
DB03147,Flavin adenine dinucleotide,SMP00063
DB03644,3-Hydroxyanthranilic Acid,SMP00063
DB04160,Pyrophosphoric acid,SMP00063
DB04275,N-Acetyl Serotonin,SMP00063
DB07950,1H-INDOL-3-YLACETIC ACID,SMP00063
DB08653,2-(1H-INDOL-3-YL)ETHANAMINE,SMP00063
DB00130,L-Glutamine,SMP02338
DB00131,Adenosine monophosphate,SMP02338
DB00142,Glutamic Acid,SMP02338
DB00150,L-Tryptophan,SMP02338
DB00160,L-Alanine,SMP02338
DB00171,ATP,SMP02338
DB00627,Niacin,SMP02338
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP02338
DB01796,Quinolinic Acid,SMP02338
DB01942,Formic Acid,SMP02338
DB02070,L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid,SMP02338
DB02701,Nicotinamide,SMP02338
DB03644,3-Hydroxyanthranilic Acid,SMP02338
DB04160,Pyrophosphoric acid,SMP02338
DB00118,Ademetionine,SMP00048
DB00130,L-Glutamine,SMP00048
DB00131,Adenosine monophosphate,SMP00048
DB00142,Glutamic Acid,SMP00048
DB00157,NADH,SMP00048
DB00171,ATP,SMP00048
DB00627,Niacin,SMP00048
DB01378,Magnesium,SMP00048
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP00048
DB01796,Quinolinic Acid,SMP00048
DB02701,Nicotinamide,SMP00048
DB03101,Ribose-1-Phosphate,SMP00048
DB03147,Flavin adenine dinucleotide,SMP00048
DB04160,Pyrophosphoric acid,SMP00048
DB00118,Ademetionine,SMP63643
DB00130,L-Glutamine,SMP63643
DB00131,Adenosine monophosphate,SMP63643
DB00142,Glutamic Acid,SMP63643
DB00157,NADH,SMP63643
DB00171,ATP,SMP63643
DB00627,Niacin,SMP63643
DB01378,Magnesium,SMP63643
DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,SMP63643
DB01796,Quinolinic Acid,SMP63643
DB02701,Nicotinamide,SMP63643
DB03101,Ribose-1-Phosphate,SMP63643
DB03147,Flavin adenine dinucleotide,SMP63643
DB04160,Pyrophosphoric acid,SMP63643
DB00119,Pyruvic acid,SMP00217
DB00130,L-Glutamine,SMP00217
DB00141,N-Acetylglucosamine,SMP00217
DB00142,Glutamic Acid,SMP00217
DB00171,ATP,SMP00217
DB01296,Glucosamine,SMP00217
DB01378,Magnesium,SMP00217
DB01819,Phosphoenolpyruvate,SMP00217
DB02431,Cytidine-5'-Triphosphate,SMP00217
DB03166,Acetic acid,SMP00217
DB03435,Uridine-5'-Diphosphate,SMP00217
DB04160,Pyrophosphoric acid,SMP00217
DB00119,Pyruvic acid,SMP00558
DB00121,Biotin,SMP00558
DB00131,Adenosine monophosphate,SMP00558
DB00143,Glutathione,SMP00558
DB00157,NADH,SMP00558
DB00171,ATP,SMP00558
DB01345,Potassium,SMP00558
DB01378,Magnesium,SMP00558
DB01593,Zinc,SMP00558
DB01819,Phosphoenolpyruvate,SMP00558
DB01839,Propylene glycol,SMP00558
DB02897,Acetylphosphate,SMP00558
DB03066,D-Lactic acid,SMP00558
